"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Brock Osweiler","QB","HOU",9,240,22.8,14.5,202,263,-36.9,-63.8,-33,512,661,491,25,"11",35,136,2.78,50,4
"Vance McDonald","TE","SF",8,88.5,11.4,1.9,77.6,109,-37.3,-35.1,-35.9,520,440,520,23,"10",36,163,0.832,71,3
"Devontae Booker","RB","DEN",11,99,17.4,5.46,77.7,123,-37.4,-36,-31.8,524,456,480,48,"13",34,136,2.26,66,0
"Will Fuller","WR","HOU",9,120,21.3,0.762,84.3,143,-37.7,-50.7,-36,526,585,523,55,"10",32,141,2.44,90,0
"Michael Thomas","WR","NO",5,120,24.1,0.964,80.5,151,-38.4,-54.4,-28.3,538,608,429,56,"10",31,136,2.82,83,0
"Ryan Succop","K","TEN",13,101,9.46,0.865,84.3,114,-39,-47.1,-30,543,564,455,30,"9",39,160,0.353,26,7
"Crockett Gillmore","TE","BAL",8,86.6,14.5,0.00971,70.1,103,-39.2,-42.5,-41.8,544,525,572,24,"10",34,160,0.377,74,2
"Will Tye","TE","NYG",8,86.6,24.9,0.728,61.2,129,-39.3,-51.4,-15.6,545,591,254,25,"10",NA,166,1,94,NA
"Devin Funchess","WR","CAR",7,119,25.3,2.04,78.8,159,-39.4,-56.2,-20.6,547,615,330,57,"10",32,124,2.4,86,1
"Andrew Franks","K","MIA",8,100,18.2,10.5,68,118,-39.8,-63.4,-25.6,553,657,381,31,"10",33,160,0.387,94,1
"Virgil Green","TE","DEN",11,85.9,19.1,0.118,49.7,109,-40,-62.9,-35.3,556,652,515,26,"10",37,157,0.852,80,5
"Jacob Tamme","TE","ATL",11,85.7,7.89,2.12,77.5,96.4,-40.1,-35.1,-48.2,557,441,621,27,"10",41,164,0.667,60,8
"Phillip Dorsett","WR","IND",10,117,14,2.9,96.9,135,-41.4,-38.1,-44.1,572,480,597,58,"10",33,145,1.64,46,1
"Jace Amaro","TE","FA",NA,83.6,6.31,4.55,79.7,87.9,-42.2,-32.9,-56.7,584,419,676,28,"10",33,151,1,6,2
"Tevin Coleman","RB","ATL",11,93.5,13.6,1.73,70.1,110,-42.9,-43.5,-45,592,532,601,49,"13",33,135,2.28,51,1
"Tyler Boyd","WR","CIN",9,114,23.7,0.92,82.2,144,-44.3,-52.8,-35.4,605,599,517,59,"10",31,144,2.26,89,0
"Spencer Ware","RB","KC",5,91.8,27.5,0.841,55.2,130,-44.6,-58.5,-25.4,608,627,376,50,"13",34,136,2.05,94,3
"Terrance Williams","WR","DAL",7,113,6.96,3.5,104,120,-45.2,-31.3,-58.8,616,402,689,60,"11",36,155,1.19,17,3
"Jerick McKinnon","RB","MIN",6,90.9,14.4,0.194,72.9,109,-45.5,-40.7,-45.6,621,509,606,51,"13",34,145,1.94,61,2
"Chris Thompson","RB","WAS",9,90.8,10.6,2.29,74.7,106,-45.7,-38.9,-48.5,622,489,625,52,"13",35,166,0.667,54,3
"Austin Seferian-Jenkins","TE","TB",6,79.1,13.4,5.93,56.5,93,-46.8,-56.2,-51.6,637,614,643,29,"11",33,155,1.36,63,2
"Javorius Allen","RB","BAL",8,88.5,8.5,2.59,78.5,99.9,-48,-35.2,-55,652,442,668,53,"13",34,162,1.41,52,1
"Laquon Treadwell","WR","MIN",6,109,25.2,0.205,82.6,151,-48.7,-52.4,-28.5,663,596,434,61,"11",31,139,3.63,99,0
"Anquan Boldin","WR","DET",10,109,21.3,0.149,87.8,142,-48.9,-47.2,-37.5,664,566,535,62,"11",45,148,0.985,87,13
"Robert Woods","WR","BUF",10,109,13.4,2.65,96.9,127,-49.1,-38.1,-52.2,668,479,648,63,"11",34,160,0.703,70,3
"Connor Barth","K","NO",5,89.9,19.2,5.66,68.4,117,-50.3,-63,-26.6,676,653,402,32,"11",40,150,0.5,99,8
"Shaun Draughn","RB","SF",8,85.9,18.5,0.134,62.9,113,-50.5,-50.8,-42.2,679,587,576,54,"13",38,170,0.687,89,5
"Dion Lewis","RB","NE",9,85.7,20.6,1.27,50.3,112,-50.7,-63.3,-42.6,682,656,582,55,"14",35,127,5.23,96,5
"Blaine Gabbert","QB","SF",8,226,24.2,12.8,189,261,-51.5,-77.5,-34.4,686,744,504,26,"12",36,160,0.667,58,5
"Tajae Sharpe","WR","TEN",13,106,29.1,1.51,68,160,-51.7,-67,-18.7,689,678,297,64,"11",31,138,1.98,99,0
"C.J. Spiller","RB","NO",5,84.5,13,2.4,67.5,102,-51.9,-46.2,-52.8,692,557,651,56,"14",38,170,1.05,79,6
"Cameron Brate","TE","TB",6,73.2,22.6,0.688,38.6,103,-52.7,-74,-41.4,697,724,571,30,"11",34,177,0.757,89,2
"Kenny Britt","WR","LA",NA,105,11.9,0.151,92.7,119,-53.2,-42.3,-59.9,703,521,693,65,"11",37,172,0.667,58,7
"Kenny Stills","WR","MIA",8,105,22,3.96,78.4,144,-53.4,-56.6,-35.3,706,618,516,66,"11",34,163,0.697,97,3
"Jesse James","TE","PIT",8,72.5,21.8,3.05,37.1,101,-53.4,-75.5,-43.9,705,733,593,31,"11",32,166,0.69,91,1
"Kenneth Dixon","RB","BAL",8,82.1,31.1,1.12,33.2,123,-54.3,-80.5,-32.3,716,762,483,57,"14",32,158,1.67,97,0
"DeAndre Washington","RB","OAK",10,81,20.7,0.324,57.1,113,-55.5,-56.6,-42.4,729,617,579,58,"14",33,138,1.77,73,0
"Tim Hightower","RB","NO",5,80.6,23.2,2.89,56.8,113,-55.8,-56.9,-42.3,735,621,577,59,"14",40,163,0.703,90,8
"Richard Rodgers","TE","GB",4,69.4,23.7,2.14,40.3,97,-56.4,-72.4,-47.6,746,715,615,32,"11",34,154,0.94,97,2
"Ted Ginn","WR","CAR",7,101,12.8,1.37,84.1,118,-57.4,-50.9,-60.7,752,589,702,67,"11",41,142,1.77,61,9
"Ladarius Green","TE","PIT",8,67.3,22.7,0.645,45.6,115,-58.6,-67.1,-29.6,767,679,450,33,"11",36,137,2.22,99,4
"Benny Cunningham","RB","LA",NA,77.7,18,0.412,62.7,100,-58.7,-51,-54.5,769,590,661,60,"14",35,169,0.68,75,3
"Chris Hogan","WR","NE",9,99.2,19.1,2.25,76,126,-58.7,-59,-53.6,772,636,657,68,"11",37,146,1.7,82,5
"Christine Michael","RB","SEA",5,77.3,21.7,6.09,48.5,103,-59.1,-65.2,-51.8,775,669,646,61,"15",35,124,1.96,87,3
"Lance Kendricks","TE","LA",NA,66.6,11.8,1,52.5,83.9,-59.2,-60.2,-60.7,776,640,701,34,"11",38,160,0.667,49,5
"Larry Donnell","TE","NYG",8,65.6,14.9,6.76,48.6,95.5,-60.2,-64,-49.1,779,663,633,35,"12",37,160,0.333,86,4
"Jermaine Kearse","WR","SEA",5,97,19.4,0.212,66.3,119,-61,-68.7,-60.7,783,689,700,69,"11",36,171,0.77,94,4
"Cole Beasley","WR","DAL",7,96.8,18.4,4.77,78.2,128,-61.2,-56.8,-51.5,784,619,642,70,"12",37,160,0.42,79,4
"Robert Griffin","QB","CLE",13,213,37.2,4.43,144,256,-64.3,-122,-40.1,804,1040,563,27,"12",36,144,2.4,83,4
"C.J. Prosise","RB","SEA",5,71.2,11.1,3.29,53.2,84.5,-65.2,-60.5,-70.5,810,641,760,62,"15",32,158,1.68,63,0
"Davante Adams","WR","GB",4,92,20.2,3.17,65.4,119,-66,-69.6,-60.6,814,694,699,71,"12",33,153,1.34,85,2
"Darren Fells","TE","ARI",9,58.9,11.2,3.51,47.8,78.9,-67,-64.8,-65.7,817,667,731,36,"12",40,160,0.333,77,4
"Jordan Howard","RB","CHI",9,68,17,0.89,46.9,93.1,-68.5,-66.8,-61.8,828,677,706,63,"15",31,163,1.35,82,0
"Sam Bradford","QB","MIN",6,209,21.2,58.9,188,239,-68.7,-77.7,-57,831,746,677,28,"13",38,162,1.21,36,6
"Nelson Agholor","WR","PHI",4,88.8,25.7,0.556,55.5,126,-69.1,-79.4,-53,835,758,652,72,"12",33,162,1.34,96,1
"Chris Johnson","RB","ARI",9,67.1,21.1,1.42,49.1,99.4,-69.4,-64.6,-55.5,836,665,671,64,"15",40,146,1.6,83,8
"Ronnie Hillman","RB","FA",NA,65.6,48.6,1.78,30,120,-70.8,-83.6,-34.5,845,771,507,65,"15",34,160,1.46,99,4
"Reggie Bush","RB","BUF",10,63.9,15.8,0.247,40.8,84.5,-72.6,-72.8,-70.4,859,718,758,66,"15",41,171,0.367,85,10
"KaDeem Carey","RB","CHI",9,63.6,16.6,0.772,46.5,84.8,-72.8,-67.1,-70.1,862,680,753,67,"15",33,160,0.667,77,2
"Rob Kelley","RB","WAS",9,62.8,12.6,1.91,48.7,79.1,-73.6,-64.9,-75.8,865,668,795,68,"15",33,165,1,38,0
"Paul Perkins","RB","NYG",8,60.9,20.3,1.98,27.9,85.9,-75.5,-85.8,-69,883,789,747,69,"16",31,163,1.33,80,0
"Dexter McCluster","RB","FA",NA,59,21.7,0.385,37.7,77.6,-77.5,-75.9,-77.3,903,739,801,70,"16",37,151,0.75,92,6
"Alfred Morris","RB","DAL",7,58.6,13.6,0.311,42.9,79,-77.8,-70.8,-75.9,909,703,796,71,"16",37,134,2.42,58,4
"Zach Zenner","RB","DET",10,58.3,16.1,0.518,38.9,78,-78.2,-74.7,-76.9,912,730,797,72,"16",NA,160,0.667,70,NA
"Dak Prescott","QB","DAL",7,150,47.2,9.76,106,222,-128,-160,-73.9,1270,1160,782,29,"14",32,134,3.35,92,0
"Carson Wentz","QB","PHI",4,140,73.6,14.5,31.5,237,-137,-234,-58.4,1330,1160,688,30,"15",33,173,1.92,94,0
"Tony Romo","QB","DAL",7,126,55,9.5,14.9,164,-152,-251,-132,1390,1160,992,31,"16",46,130,3.08,99,13
"Case Keenum","QB","LA",NA,116,51.7,14.9,48.4,188,-161,-218,-107,1420,1160,895,32,"17",38,160,0.667,89,4
"Trevor Siemian","QB","DEN",11,101,51.1,2.11,9.25,150,-176,-257,-146,1420,1170,1070,33,"17",NA,168,0.767,81,NA
"Paxton Lynch","QB","DEN",11,99.1,40.1,20.6,35.5,144,-178,-231,-152,1420,1160,1100,34,"18",32,169,1.51,78,0
"Shaun Hill","QB","MIN",6,78.5,79.6,8.52,8.91,193,-199,-257,-103,1420,1170,882,35,"19",NA,160,0.777,97,NA
"Jared Goff","QB","LA",NA,70,47.3,1.3,9.4,135,-207,-257,-161,1420,1170,1130,36,"19",31,155,2.67,86,0
