player_id,player_display_name,position,team,prior_ppg,pred_ppg,proj_games,proj_total_pred,finish_pred,vbd_pred
00-0039738,Blake Corum,RB,LA,7.188235294117647,7.958879825241758,14.052649006622518,111.84334467001159,32.0,-40.87615345731968
00-0034521,Allen Lazard,WR,NYJ,2.5555555555555554,5.27295282281625,9.6375,50.8180828298916,111.0,-40.881706986060614
00-0040676,Cam Ward,QB,TEN,10.98,14.284569833155397,13.038888888888891,186.25491888008733,16.0,-40.995000154109874
00-0030035,Adam Thielen,WR,PIT,2.8285714285714287,6.182012973072115,12.387500000000001,76.57968570393082,78.0,-41.2860622955616
00-0039355,Luke McCaffrey,WR,WAS,5.699999999999999,5.230561273222696,9.6375,50.40953427068373,112.0,-41.29025554526849
00-0038809,Ben Sims,TE,MIN,2.0,2.55145215006598,5.892391304347827,15.034154462508347,93.0,-41.32767514004814
00-0036555,Chuba Hubbard,RB,CAR,8.360000000000001,7.645338513793156,12.952649006622517,99.0273863059758,39.0,-41.73767904068216
00-0040583,Woody Marks,RB,HOU,9.068750000000001,7.768859010975253,13.502649006622518,104.90017640713539,35.0,-41.84210532985922
00-0040363,Keleki Latu,TE,BUF,2.5,2.453051090411778,5.892391304347827,14.454336914263315,95.0,-41.907492688293175
00-0036212,Tua Tagovailoa,QB,MIA,11.47857142857143,13.740396513280764,11.388888888888891,156.48784917903095,24.0,-42.00483681163982
00-0040586,Jaydon Blue,RB,DAL,4.08,5.1829389907356385,7.452649006622517,38.62662512069107,80.0,-42.366276322600356
00-0033591,Noah Brown,WR,WAS,3.325,3.3570247898027783,6.8875,23.121508239766637,162.0,-42.41232339264539
00-0037614,John Metchie III,WR,NYJ,5.5307692307692315,5.921710863516846,11.8375,70.09825234688066,86.0,-42.534304015903714
00-0040138,Jaylin Noel,WR,HOU,4.023529411764706,6.470882342596901,14.037500000000001,90.835010884204,67.0,-42.730312025412545
00-0033908,Cooper Kupp,WR,SEA,7.268750000000001,6.339196014276178,13.4875,85.49990624254995,72.0,-42.83222503035854
00-0031345,Jimmy Garoppolo,QB,LA,-0.3333333333333333,9.401342158853996,5.3388888888888895,50.192721192548284,45.0,-42.856776971858835
00-0033293,Aaron Jones,RB,MIN,9.891666666666667,7.0485685869320465,11.302649006622516,79.66749673719816,46.0,-43.16591943844982
00-0030565,Geno Smith,QB,LV,11.593333333333334,13.812207285459388,11.93888888888889,164.90240809140127,23.0,-43.17602224711163
00-0037340,Zaire Mitchell-Paden,TE,NO,1.2333333333333334,2.212200197489068,5.892391304347827,13.03514920716113,97.0,-43.326680395395364
00-0033891,Zay Jones,WR,ARI,5.05,4.075416561089849,7.987500000000001,32.55238978170517,137.0,-43.44782512412294
00-0038611,Chris Rodriguez Jr.,RB,WAS,7.666666666666667,7.012823280236063,11.302649006622516,79.2634800819794,47.0,-43.569936093668595
00-0037252,Greg Dulcich,TE,MIA,6.977777777777778,4.812505442823665,9.192391304347826,44.23843318473884,58.0,-43.68851626164009
00-0032950,Carson Wentz,QB,MIN,14.068000000000001,10.599112680899678,6.43888888888889,68.24650887312627,38.0,-43.974477986965155
00-0040739,Elijah Arroyo,TE,SEA,2.838461538461539,5.690537759718065,11.392391304347827,64.82883289087505,39.0,-44.141529784718855
00-0039405,Jawhar Jordan,RB,HOU,7.425000000000001,4.463201808374892,6.902649006622517,30.80791552893477,90.0,-44.20776952402
00-0035644,Noah Fant,TE,CIN,5.753846153846154,5.674683815092172,11.392391304347827,64.64821854997942,40.0,-44.322144125614486
00-0040236,Kyle Monangai,RB,CHI,8.629411764705882,7.693103496468593,14.052649006622518,108.10848320749359,34.0,-44.61101491983768
00-0040237,Tez Johnson,WR,TB,6.16,6.0571658045843835,12.9375,78.36458259681046,73.0,-44.73435703938999
00-0039923,J.J. McCarthy,QB,MIN,12.538,12.554491957124814,9.18888888888889,115.36183165046914,33.0,-44.78787694883303
00-0039874,Jaylen Wright,RB,MIA,5.355555555555556,6.208716996645673,9.652649006622518,59.93056595007219,62.0,-44.97120105456585
