"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Kenneth Walker III","RB","SEA",10,224,21.6,12.4,195,254,138,133,137,25,26,23,17,"6",25,37.7,22,20,2
"Davante Adams","WR","LVR",10,257,19.6,2.94,233,282,128,136,111,26,25,38,9,"5",33,28.4,35,34,10
"Aaron Jones","RB","MIN",6,211,17.7,5.97,188,237,126,126,121,27,33,29,18,"6",31,59.4,16.5,9,7
"Chris Olave","WR","NO",12,254,9.09,4.58,241,268,126,144,96.2,28,21,49,10,"5",26,31.1,28.7,1,2
"Marvin Harrison Jr.","WR","ARI",11,249,16.8,1.7,228,268,121,130,96.2,29,28,50,11,"5",23,21.6,38.1,19,0
"Rhamondre Stevenson","RB","NE",14,205,20.2,4.44,187,237,120,125,120,30,38,30,19,"6",28,65.2,12.5,32,3
"Josh Allen","QB","BUF",12,427,35.7,13.7,374,473,119,99.7,137,32,66,25,1,"1",30,25.2,31.2,6,6
"Deebo Samuel","WR","SF",9,247,24.7,0.845,224,292,119,126,121,31,34,28,12,"5",56,29.2,27.2,59,5
"Nico Collins","WR","HOU",14,246,16.5,0.847,225,271,118,128,99.9,33,30,46,13,"5",27,30.8,25.2,22,3
"Drake London","WR","ATL",12,246,15,3.03,227,268,118,129,96.1,34,29,51,14,"5",24,29.6,28,6,2
"James Conner","RB","ARI",11,201,22.9,4.46,177,232,115,115,116,35,44,33,20,"6",31,55.5,16.2,43,7
"Michael Pittman","WR","IND",14,243,19.2,0.06,217,275,115,120,104,36,41,42,15,"5",28,44.1,22.6,43,4
"Mike Evans","WR","TB",11,243,9.9,0.572,231,260,114,133,88.5,37,27,60,16,"5",32,30.8,29.9,1,10
"Cooper Kupp","WR","LAR",6,242,17.6,0.315,215,263,114,118,91.2,38,42,55,17,"5",33,33.5,28.7,35,7
"DeVonta Smith","WR","PHI",5,242,13.6,0.489,223,257,114,125,85.8,39,37,65,18,"5",27,45.2,19.1,8,3
"Brandon Aiyuk","WR","SF",9,241,16.7,0.924,223,270,113,126,98,40,35,48,19,"5",56,37.4,22.6,28,4
"Stefon Diggs","WR","HOU",14,240,18.9,1.67,223,267,112,126,95.7,41,36,53,20,"5",32,46.6,20.2,49,9
"Najee Harris","RB","PIT",9,196,17.9,1.14,176,224,111,114,108,42,48,39,21,"6",56,68.9,13.4,16,3
"Zamir White","RB","LVR",10,195,16.5,3.67,174,215,110,112,98.4,44,49,47,22,"7",26,65.2,12.5,26,2
"D.J. Moore","WR","CHI",7,239,22.9,1.01,212,273,110,115,101,43,46,45,21,"5",29,43.1,22.4,51,6
"DK Metcalf","WR","SEA",10,238,14.9,0.0993,224,260,109,127,88.1,45,31,62,22,"5",28,38.9,23.3,16,5
"Jaylen Waddle","WR","MIA",6,237,16.2,8.76,220,257,109,122,85.9,46,39,64,23,"6",27,42.8,21.6,23,3
"Travis Kelce","TE","KC",6,228,21.3,1.04,206,261,108,115,123,47,47,27,1,"1",36,29,31,35,11
"Sam LaPorta","TE","DET",5,227,17.8,19,206,254,107,115,116,48,45,32,2,"2",25,34.2,24.3,22,1
"David Montgomery","RB","DET",5,192,21.4,0.0972,166,230,106,104,113,49,59,35,23,"7",29,62.5,14.1,35,5
"Javonte Williams","RB","DEN",14,191,18.7,0.973,171,220,106,110,103,50,55,44,24,"7",26,90.4,10.5,30,3
"Jalen Hurts","QB","PHI",5,414,29.2,2.49,369,456,105,94.5,119,51,70,31,2,"1",27,31.6,26,1,4
"Tony Pollard","RB","TEN",5,190,18.2,0.506,172,223,105,110,107,52,54,40,25,"7",29,81.9,9.47,23,5
"D'Andre Swift","RB","CHI",7,190,23.9,3.99,163,229,104,101,112,53,65,36,26,"7",27,63.1,13.5,52,4
"Patrick Mahomes","QB","KC",6,411,28.6,25.8,377,452,103,102,115,54,62,34,3,"2",30,28.9,27.4,9,7
"Amari Cooper","WR","CLE",10,229,17,2.02,207,250,101,109,78.7,55,57,73,24,"6",32,55.8,15.3,18,9
"Devin Singletary","RB","NYG",11,186,25.9,0.492,163,229,100,102,112,56,63,37,27,"7",28,91.9,8.43,59,5
"Jaylen Warren","RB","PIT",9,186,12.2,1.03,172,202,99.9,110,85.6,57,52,66,28,"7",27,96.2,5.84,6,2
"Raheem Mostert","RB","MIA",6,184,19.9,6.56,165,222,98.9,103,105,58,60,41,29,"7",NA,68.6,11.6,38,NA
"Zay Flowers","WR","BAL",14,227,9.06,0.000318,218,240,98.6,120,68.8,59,40,86,25,"6",25,66.4,11.3,3,1
"George Pickens","WR","PIT",9,227,16.4,0.689,208,253,98.6,110,81.4,60,53,70,26,"6",25,61.9,11.3,25,2
"Malik Nabers","WR","NYG",11,226,13.7,1.33,209,249,97.9,112,77.9,61,51,76,27,"6",22,53.4,22,20,0
"Tee Higgins","WR","CIN",12,225,12.3,3.64,214,244,96.6,117,72.7,62,43,83,28,"6",27,63.2,13.7,5,4
"Chris Godwin","WR","TB",11,221,13.1,0.583,209,245,92.9,112,73.6,63,50,79,29,"6",30,89.4,10.5,10,7
"Austin Ekeler","RB","WAS",14,178,18.3,1.41,159,212,92.3,97.6,95.7,65,68,52,30,"7",NA,95.2,8.64,51,NA
"Christian Kirk","WR","JAC",12,220,16.3,2.73,202,249,92.3,105,77.7,64,58,77,30,"6",29,80.3,9.23,27,6
"Brian Robinson","RB","WAS",14,177,19.9,0.456,145,201,90.9,82.9,84.8,66,78,68,31,"7",27,87.4,7.83,36,2
"Tyjae Spears","RB","TEN",5,176,17.8,2.53,155,207,90.5,93.4,90,67,71,57,32,"8",25,101,5.04,25,1
"Keenan Allen","WR","CHI",7,218,27.5,1.47,182,248,89.6,84.4,76.8,68,76,78,31,"7",34,81.8,10.9,70,11
"Nathaniel Dell","WR","HOU",14,216,17.7,0.6,190,245,88.1,92.8,73,69,72,81,32,"7",26,65.2,11.2,40,1
"Trey McBride","TE","ARI",11,208,19.9,1.75,186,242,88.1,95.5,104,70,69,43,3,"2",26,54.2,15.5,31,2
"Zack Moss","RB","CIN",12,174,23.1,14.6,146,206,87.9,84.2,89.3,71,77,58,33,"8",56,94.6,7.78,58,4
"Rashee Rice","WR","KC",6,216,9.69,0.649,199,225,87.5,101,53.4,72,64,100,33,"7",26,75.2,10.6,12,1
"Terry McLaurin","WR","WAS",14,215,18.6,0.787,195,245,86.9,97.6,73.6,73,67,80,34,"7",30,75.8,12.3,38,5
"Mark Andrews","TE","BAL",14,207,14,8.23,193,226,86.3,102,88.3,74,61,61,4,"2",30,49.2,17.8,12,6
"Calvin Ridley","WR","TEN",5,214,10.9,7.86,207,237,86.1,109,65.6,75,56,88,35,"7",31,76.7,10.6,7,6
"Diontae Johnson","WR","CAR",11,206,17.1,2.29,184,237,78.2,86.9,65.9,76,74,87,36,"7",NA,94,7.97,30,5
"Evan Engram","TE","JAC",12,198,19.3,0.715,168,227,78.1,77.2,88.7,77,81,59,5,"3",31,75.3,10.9,27,7
"Dalton Kincaid","TE","BUF",12,198,25.3,4.21,165,229,77.4,74.5,90.9,78,84,56,6,"3",26,61,12.1,55,1
"Lamar Jackson","QB","BAL",14,385,29.2,8.71,354,422,77,79.2,85.2,79,80,67,4,"2",29,36.2,22.8,3,6
"Jayden Reed","WR","GB",10,204,18.5,8.86,184,230,76,86.4,58.7,80,75,95,37,"8",26,85.8,5.06,36,1
"Chase Brown","RB","CIN",12,159,14.3,0.18,135,178,73.4,73.6,61,81,87,92,34,"8",26,107,6.42,13,1
"Ezekiel Elliott","RB","DAL",7,159,14.9,4.48,131,178,73.2,69.4,60.8,82,91,93,35,"9",30,115,5.28,42,8
"George Kittle","TE","SF",9,193,9.96,5.76,179,211,73.2,87.9,72.9,83,73,82,7,"3",32,58.9,13,1,7
"Jerome Ford","RB","CLE",10,154,27,6.61,109,186,68.7,47.1,69.4,84,113,85,36,"9",26,110,6.59,68,2
"Joe Burrow","QB","CIN",12,377,25.1,0.95,347,415,68.3,72.4,78,85,88,75,5,"2",29,58.3,13,28,4
"Kyle Pitts","TE","ATL",12,188,18.5,7.87,167,219,67.4,76.3,80.9,86,82,71,8,"4",25,68.9,10.8,29,3
"Dak Prescott","QB","DAL",7,376,20.9,1.01,345,399,67.3,70,62.4,87,90,90,6,"2",32,66.3,12.4,38,8
"Jaxon Smith-Njigba","WR","SEA",10,195,20.9,1.38,171,230,67.1,73.8,58.6,88,85,96,38,"8",24,107,5.23,42,1
"C.J. Stroud","QB","HOU",14,375,30.9,5.69,342,421,66.3,67.5,84.3,89,92,69,7,"2",24,48.2,15.8,34,1
"Jordan Addison","WR","MIN",6,194,21.5,0.164,157,223,65.7,59.6,51.4,90,95,101,39,"8",24,119,3.41,57,1
"DeAndre Hopkins","WR","TEN",5,194,21.5,0.57,171,236,65.5,73.6,64.4,91,86,89,40,"8",34,106,6.99,55,11
"Christian Watson","WR","GB",10,193,25.2,7.81,163,225,65,66,53.6,92,93,99,41,"8",27,98.6,4.91,68,2
"Nick Chubb","RB","CLE",10,148,34.4,3.19,111,195,62.1,48.9,78.7,93,110,74,37,"9",30,92.9,9.67,96,6
"Jordan Love","QB","GB",10,369,34.3,10.7,327,416,60.6,51.9,78.9,94,106,72,8,"3",27,69.8,10.6,47,4
"David Njoku","TE","CLE",10,180,12.8,0.671,165,200,59.5,74.7,61.5,95,83,91,9,"4",30,91.2,5.53,8,7
"Gus Edwards","RB","LAC",5,145,37.5,0.308,92,208,58.9,30.2,91.3,96,127,54,38,"9",31,104,5.94,90,6
"Jake Ferguson","TE","DAL",7,179,9.9,15.6,163,189,58.9,72.1,51,97,89,102,10,"5",27,85.7,7.43,2,2
"Jonathon Brooks","RB","CAR",11,144,32.6,3.24,108,204,58.6,46,87.3,98,115,63,39,"9",22,96.2,7.78,93,0
"Courtland Sutton","WR","DEN",14,185,7.37,3.64,178,199,57.2,80.2,27.5,99,79,134,42,"8",30,112,5.8,2,6
"Chuba Hubbard","RB","CAR",11,141,22.1,7.45,117,176,55.3,55.2,59.8,100,102,94,40,"10",27,128,4.15,55,3
"Jakobi Meyers","WR","LVR",10,182,24.9,2.19,156,221,53.5,58.3,49.1,101,98,103,43,"8",29,139,3.23,67,5
"Ladd McConkey","WR","LAC",5,179,19.4,0.721,153,213,51.3,55.5,41.9,102,101,113,44,"8",24,110,5.43,53,0
"Xavier Worthy","WR","KC",6,179,21.6,1.42,148,216,50.6,50.8,44.4,103,107,108,45,"9",23,94,7.97,65,0
"Brock Purdy","QB","SF",9,358,23.5,2.17,318,383,49.9,43,46.2,104,117,104,9,"3",26,91.7,6.8,22,2
"Jameson Williams","WR","DET",5,177,19.7,3.31,159,216,49.2,61.4,44.1,105,94,109,46,"9",25,115,3.88,52,2
"Antonio Gibson","RB","NE",14,134,12.5,0.773,120,151,47.9,58,33.8,106,99,123,41,"10",56,146,2.32,17,4
"Anthony Richardson","QB","IND",14,356,30.2,2.49,320,406,47.7,45.3,69.5,107,116,84,10,"3",24,56.1,14.1,62,1
"J.K. Dobbins","RB","LAC",5,133,27.9,4.95,96.6,172,47.1,34.8,55.6,108,124,98,42,"10",27,123,5.6,81,4
"Marquise Brown","WR","KC",6,174,28.5,1.67,139,217,45.9,41.4,45.8,109,121,105,47,"9",29,109,4.72,81,5
"Kyler Murray","QB","ARI",11,353,25.6,11,310,379,45.2,35.3,42.1,110,123,112,11,"4",28,70.2,12.6,19,5
"Adam Thielen","WR","CAR",11,172,17,0.645,154,204,44.2,57,32.2,111,100,126,48,"9",35,144,2.69,62,10
"Brian Thomas Jr.","WR","JAC",12,172,14.7,1.08,147,188,43.6,49.4,16.4,112,109,148,49,"9",23,122,5.76,31,0
"Dallas Goedert","TE","PHI",5,163,13.8,7.83,145,182,43.2,53.9,43.4,113,104,110,11,"5",31,116,4.18,10,6
"Josh Palmer","WR","LAC",5,171,11.2,0.131,156,189,42.5,58.9,17.7,114,96,147,50,"9",26,132,4.04,32,3
"Tyler Lockett","WR","SEA",10,170,9.94,0.828,156,184,42.4,58.9,12.1,115,97,152,51,"9",33,143,4.2,11,9
"Rico Dowdle","RB","DAL",7,128,17.1,1.78,109,153,42.2,47.6,36.3,116,112,120,43,"10",28,124,4.77,62,4
"Romeo Doubs","WR","GB",10,170,23.5,0.219,139,205,41.5,41.6,33.2,117,119,125,52,"9",26,130,2.95,61,2
"Keon Coleman","WR","BUF",12,169,27.8,0.544,127,211,41.3,30,39.3,118,128,116,53,"9",23,106,6.08,80,0
"Jerry Jeudy","WR","CLE",10,169,23.3,0.619,126,199,40.8,28.9,27.9,119,129,131,54,"9",27,141,3.06,64,4
"Ty Chandler","RB","MIN",6,126,8.51,2.97,112,135,40.4,50.6,18,120,108,146,44,"10",28,142,2.65,1,2
"Rome Odunze","WR","CHI",7,168,25.6,0.693,122,200,40.1,24.4,28.6,121,133,130,55,"9",24,108,8.29,77,0
"Khalil Shakir","WR","BUF",12,168,16.3,1.39,145,192,39.5,47.7,20.4,122,111,142,56,"9",26,126,3.45,50,2
"Brandin Cooks","WR","DAL",7,166,10.4,0.514,152,178,38.1,54.4,6.11,123,103,166,57,"9",32,144,3.03,14,10
"Rashid Shaheed","WR","NO",12,166,14.6,1.26,144,190,37.5,46.5,18.1,124,114,145,58,"9",27,144,2.42,26,2
"Zach Charbonnet","RB","SEA",10,123,14.2,3.34,102,141,37.4,40.2,24.6,125,122,137,45,"10",25,135,2.23,4,1
"Curtis Samuel","WR","BUF",12,164,25.9,4.71,124,203,36.3,26.5,31.6,126,131,127,59,"9",29,138,2.92,69,7
"Brock Bowers","TE","LVR",10,156,26.5,6.43,103,183,35.4,12.3,44.8,127,159,106,12,"6",23,108,7.61,65,0
"Jared Goff","QB","DET",5,342,27.2,0.748,294,377,34.2,19.6,40.2,128,146,114,12,"4",31,110,6.9,31,8
"Jaleel McLaughlin","RB","DEN",14,120,12.8,2.7,104,136,34.1,42.4,19.6,129,118,144,46,"11",25,139,3.07,14,1
"Caleb Williams","QB","CHI",7,342,27,1.69,308,373,33.5,33.3,36.6,130,125,119,13,"4",24,105,8.9,81,0
"Tua Tagovailoa","QB","MIA",6,340,28.4,0.114,300,393,31.8,25.6,56.3,131,132,97,14,"4",28,107,6.4,41,4
"Trevor Lawrence","QB","JAC",12,340,25.4,6.85,298,373,31.7,22.9,36.6,132,136,118,15,"4",26,120,5.14,66,3
"Demario Douglas","WR","NE",14,160,7.87,6.13,150,174,31.6,52.6,2.02,133,105,181,60,"10",25,167,2.24,9,1
"Tyler Allgeier","RB","ATL",12,117,20.6,2.07,90.1,145,31.4,28.3,27.9,134,130,132,47,"11",26,135,2.79,45,2
"Trey Benson","RB","ARI",11,115,26.6,1.33,72,155,29.3,10.2,38.8,135,163,117,48,"11",23,120,5.55,75,0
"Dalton Schultz","TE","HOU",14,149,11,2.89,132,165,29,41.6,27.3,136,120,135,13,"6",30,128,3.81,4,6
"Blake Corum","RB","LAR",6,114,28.8,10.6,60,142,28,-1.79,25.6,137,200,136,49,"11",25,119,4.7,77,0
"T.J. Hockenson","TE","MIN",6,146,30.6,2.53,92.3,183,26.1,1.7,44.5,138,186,107,14,"6",29,129,5.24,86,5
"Gabriel Davis","WR","JAC",12,154,25.5,4.33,116,194,25.4,18.8,22.3,139,148,140,61,"10",56,154,2.55,75,4
"Jayden Daniels","QB","WAS",14,333,29.8,2.33,296,371,24.8,21.3,34,140,142,122,16,"4",25,101,10.1,56,0
"Pat Freiermuth","TE","PIT",9,144,23.1,0.291,104,172,23.5,13.7,33.5,141,155,124,15,"6",27,133,3.04,51,3
"Cole Kmet","TE","CHI",7,143,32.2,12.4,93.1,177,23.2,2.46,39.4,142,182,115,16,"7",27,137,2.95,88,4
"Justin Herbert","QB","LAC",5,331,27.6,1.14,297,367,22.5,22.7,29.9,143,137,129,17,"4",28,127,5.76,88,4
"Kirk Cousins","QB","ATL",12,330,30.5,3.01,293,379,21.4,18.5,42.5,144,149,111,18,"4",37,133,4.37,72,12
"Mike Williams","WR","NYJ",12,149,37.1,1.06,78,185,21.1,-19.4,13.2,145,247,151,62,"10",31,140,3.44,91,7
"Wan'Dale Robinson","WR","NYG",11,148,16.2,1.63,128,172,20.1,30.3,0,146,126,194,63,"10",25,177,1.72,44,2
"Brandon Aubrey","K","DAL",7,163,13.2,1.43,143,185,19,10.4,27.6,147,162,133,1,"1",31,110,3.7,26,1
"Aaron Rodgers","QB","NYJ",12,327,24.7,4.01,297,371,18.4,21.9,34.7,149,141,121,19,"4",42,129,5.74,75,19
"Josh Downs","WR","IND",14,147,25.3,0.983,117,196,18.4,19.7,24.3,148,145,138,64,"10",24,155,1.37,78,1
"Justin Tucker","K","BAL",14,161,4.86,5.16,154,169,17.6,21,11.8,150,144,153,2,"1",36,107,4.16,1,12
"Kareem Hunt","RB","FA",NA,103,NA,0.845,NA,NA,17.4,NA,NA,152,NA,NA,50,"11",30,NA,NA,99,7
"Darnell Mooney","WR","ATL",12,146,34.1,0.425,80.8,182,17.4,-16.6,9.98,151,241,156,65,"10",28,158,2.62,90,4
"John Stephens Jr.","WR","DAL",7,145,NA,0.397,NA,NA,17,NA,NA,153,NA,NA,66,"10",26,NA,NA,NA,1
"Michael Wilson","WR","ARI",11,145,26.6,9.66,117,195,16.6,19.1,23.9,154,147,139,67,"11",26,161,1.84,72,1
"Khalil Herbert","RB","CHI",7,102,21.5,10.5,79.9,138,16.5,18.1,21.7,155,150,141,51,"12",56,152,2.37,70,3
"Matthew Stafford","QB","LAR",6,323,18.4,3.06,298,345,14.3,23,7.94,156,135,161,20,"4",38,139,4.68,12,15
"Harrison Butker","K","KC",6,156,6.25,0.408,149,166,12.5,16.5,9.42,157,152,160,3,"1",31,116,2.98,3,7
"Younghoe Koo","K","ATL",12,156,16.9,4.52,144,188,12,11.7,31.3,158,160,128,4,"2",31,141,1.77,81,7
"Baker Mayfield","QB","TB",11,320,15.7,1.97,297,338,11.3,22.6,0.904,159,138,186,21,"5",31,149,3.67,25,6
"Tyler Conklin","TE","NYJ",12,131,13.6,3.69,112,152,10.9,21,13.8,160,143,150,17,"7",30,157,2.08,24,6
"Deshaun Watson","QB","CLE",10,318,19.7,9.32,297,348,9.32,22.4,11.6,161,140,154,22,"5",30,149,3.87,91,7
"Greg Zuerlein","K","NYJ",12,151,4.31,2.59,146,158,7.53,13.1,0.916,162,158,185,5,"2",38,161,1.59,10,12
"Cowboys","DST","DAL",7,60.3,4.5,0.0375,54.3,65.3,7.24,8.46,4.33,163,165,171,1,"1",NA,116,2.46,19,NA
"Jets","DST","NYJ",12,60.3,5.75,1.69,54.1,67.4,7.21,8.31,6.42,164,166,165,2,"2",NA,118,2.32,6,NA
"Hunter Henry","TE","NE",14,127,12.7,2.01,113,148,7.2,22.4,9.54,165,139,158,18,"7",31,161,1.93,16,8
"Dontayvion Wicks","WR","GB",10,135,21.8,1.05,103,170,6.96,5.18,-1.8,166,172,204,68,"11",25,153,2.69,76,1
"Bucky Irving","RB","TB",11,91.7,14,1.28,75.2,115,6.05,13.5,-1.94,167,156,205,52,"12",23,153,3.64,46,0
"Ja'Lynn Polk","WR","NE",14,134,44.6,5.79,40.5,172,5.91,-56.9,0.562,168,352,188,69,"11",24,153,2.89,97,0
"Browns","DST","CLE",10,58.6,6.74,0.719,52,70.5,5.51,6.21,9.58,169,171,157,3,"3",NA,119,2.07,23,NA
"Juwan Johnson","TE","NO",12,125,22,2.75,90.6,158,5.19,0,20.2,170,194,143,19,"8",29,174,3.04,61,4
"Jason Myers","K","SEA",10,149,11.4,0.64,134,165,4.94,1.21,7.76,171,188,162,6,"2",35,162,1.3,71,NA
"Ravens","DST","BAL",14,57.9,5.96,0.415,48.2,64.6,4.8,2.41,3.63,172,183,173,4,"4",NA,113,2.58,10,NA
"Ray Davis","RB","BUF",12,90.4,18.3,0.107,73.2,120,4.77,11.4,2.86,173,161,177,53,"12",26,148,3.29,64,0
"MarShawn Lloyd","RB","GB",10,90.3,21.3,2.71,61.8,122,4.66,0,5.29,174,194,168,54,"12",25,146,3.29,71,0
"Colts","DST","IND",14,57.5,9.03,1.57,45.9,68.1,4.38,0.0613,7.16,175,193,164,5,"5",NA,166,0.5,97,NA
"Jake Elliott","K","PHI",5,148,7.95,0.321,139,162,4.3,6.38,4.73,176,170,170,7,"2",31,145,2.33,23,7
"Evan McPherson","K","CIN",12,148,7.94,0.407,138,157,3.97,5.01,0,177,173,194,8,"2",26,146,2.11,16,3
"Kaimi Fairbairn","K","HOU",14,147,10.6,0.618,137,163,3.57,4.62,5.88,178,175,167,9,"2",32,146,2.14,35,8
"Cameron Dicker","K","LAC",5,147,9.54,2.33,129,158,2.95,-3.13,0.508,179,204,189,10,"2",26,157,1.37,52,2
"Texans","DST","HOU",14,55.9,7.45,0.246,45.8,64,2.81,0,3.05,180,194,176,6,"5",NA,158,0.6,42,NA
"49ers","DST","SF",9,55.7,1.36,0.0988,54,57.4,2.57,8.16,-3.51,181,167,217,7,"5",NA,107,2.73,1,NA
"Chiefs","DST","KC",6,55.6,3.63,0.071,49.8,59.8,2.47,4.01,-1.16,182,177,199,8,"6",NA,140,1.18,3,NA
"Chigoziem Okonkwo","TE","TEN",5,123,17.6,1.98,101,153,2.45,10.1,14.8,183,164,149,20,"8",26,160,1.84,41,2
"Bills","DST","BUF",12,55.5,7.39,0.16,44.9,63.7,2.4,-0.916,2.73,184,197,178,9,"6",NA,136,0.917,61,NA
"Eagles","DST","PHI",5,55.3,6.12,0.667,47.2,62.8,2.24,1.4,1.88,185,187,183,10,"7",NA,160,0.65,39,NA
"Jamaal Williams","RB","NO",12,87.6,7.47,1.95,79.7,98.9,1.95,18,-17.8,186,151,258,55,"12",NA,176,2.87,12,7
"Dolphins","DST","MIA",6,54.7,6.19,1.19,48.1,64.4,1.57,2.28,3.42,187,184,174,11,"8",NA,148,1.03,65,NA
"Matt Gay","K","IND",14,144,7.76,0.0697,136,156,0.619,3.66,-1.32,188,178,201,11,"2",32,166,1.28,39,5
"Blake Grupe","K","NO",12,144,11.4,0.55,128,159,0.55,-4.15,1.82,189,209,184,12,"2",27,166,0.984,58,1
"Cade Otton","TE","TB",11,121,9.96,0.0372,106,133,0.465,15.5,-5.31,190,153,226,21,"8",27,167,1.64,6,2
"Luke Musgrave","TE","GB",10,121,22.5,0.427,90,145,0.427,-0.578,7.35,191,195,163,22,"8",25,155,1.93,53,1
"Steelers","DST","PIT",9,53.5,4.81,0.385,44.6,58.1,0.385,-1.19,-2.83,192,198,210,12,"8",NA,140,1.37,13,NA
"Marvin Mims","WR","DEN",14,128,14.5,0.119,111,149,0.119,13.1,-22.8,193,157,268,70,"11",24,180,2.1,45,1
"Geno Smith","QB","SEA",10,308,22,8.41,275,337,0,0,0,194,194,194,23,"5",35,154,2.76,53,11
"Alexander Mattison","RB","LVR",10,85.6,14.1,0.131,64.8,109,0,3,-7.57,194,179,233,56,"12",NA,174,2.17,41,5
"Demarcus Robinson","WR","LAR",6,128,21.5,0.637,96.7,158,0,-0.737,-13.3,194,196,246,71,"11",31,170,1.9,83,8
"Taysom Hill","TE","NO",12,120,6.67,7.76,114,130,0,23.7,-7.74,194,134,234,23,"8",35,149,2.4,43,7
"Raiders","DST","LVR",10,53.1,3.82,1.01,48.3,57.6,0,2.47,-3.36,194,181,215,13,"9",NA,168,0.5,35,NA
"Tyler Bass","K","BUF",12,144,7.82,0.124,137,156,0,4.78,-0.709,194,174,197,13,"2",29,164,1.26,13,4
"Jake Moody","K","SF",9,144,7.09,0.0624,133,153,-0.124,0,-4.37,195,194,221,14,"2",26,153,1.6,19,1
"Jordan Mason","RB","SF",9,85.5,20.6,2.77,51.4,112,-0.131,-10.4,-4.79,196,231,224,57,"12",27,160,3.44,91,2
"Cairo Santos","K","CHI",7,144,11,0.514,130,159,-0.186,-2.89,1.93,197,203,182,15,"2",34,167,1.56,48,10
"Darius Slayton","WR","NYG",11,127,15.5,0.0666,112,153,-0.637,14.6,-19,198,154,261,72,"11",29,171,1.48,60,5
"Jason Sanders","K","MIA",6,143,6.83,3.22,137,155,-0.7,4.03,-2.43,199,176,207,16,"3",30,163,1.43,6,6
"Xavier Legette","WR","CAR",11,127,28.5,4.25,98.3,182,-0.703,0.859,10.4,200,190,155,73,"11",25,154,3.55,86,0
"Giants","DST","NYG",11,52.1,6.85,0.52,42.4,60.9,-1.01,-3.37,0,201,206,194,14,"9",NA,185,0.5,58,NA
