"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Doug Baldwin","WR","SEA",5,226,20.6,0.131,203,260,112,122,114,38,37,32,24,"7",37,48,13.5,40,5
"Donte Moncrief","WR","IND",10,226,9.74,3.48,218,241,111,137,95.5,39,28,46,25,"7",32,60.7,9.13,2,2
"Matt Forte","RB","NYJ",11,209,13.7,3.08,190,234,110,121,108,40,39,36,13,"5",40,41.8,17,19,8
"Cam Newton","QB","CAR",7,404,18.9,10.9,379,440,109,100,125,41,52,26,1,"1",37,17.8,31.4,3,5
"Larry Fitzgerald","WR","ARI",9,222,16.5,12.1,199,250,108,118,105,42,40,38,26,"8",42,68.7,7.53,27,12
"Danny Woodhead","RB","SD",11,206,14.8,2.44,183,226,106,114,101,43,44,41,14,"5",41,85.8,4.6,38,8
"C.J. Anderson","RB","DEN",11,203,11.1,6.46,185,219,104,116,93.7,44,42,48,15,"6",35,31.8,22.3,6,3
"Greg Olsen","TE","CAR",7,209,15.8,12.1,178,224,98.9,79.9,85.4,45,75,54,3,"3",41,45,15.4,16,9
"Aaron Rodgers","QB","GB",4,393,16.4,7.55,370,411,97.9,90.3,95.6,46,60,45,2,"1",42,22.3,28.7,1,11
"Latavius Murray","RB","OAK",10,197,10.9,1.8,184,213,97.6,115,88,47,43,53,16,"6",36,42.5,13,12,3
"DeMarco Murray","RB","TEN",13,195,20.1,4.17,168,223,95.8,98.6,97.7,49,53,42,17,"6",38,49.3,12,62,5
"Kelvin Benjamin","WR","CAR",7,210,14.8,3.33,198,243,95.8,117,96.9,48,41,43,27,"8",35,51.3,12.6,34,2
"Michael Crabtree","WR","OAK",10,207,13.3,0.0882,192,230,92.5,111,83.9,50,46,55,28,"8",38,92.6,4.24,8,7
"Michael Floyd","WR","ARI",9,207,11.2,1.51,190,220,92.4,110,74.6,51,47,63,29,"8",36,64.6,7.25,7,4
"Jeremy Langford","RB","CHI",9,191,13.5,0.947,173,215,91.6,104,89.5,52,49,50,18,"6",34,64.6,7.92,33,1
"Jordan Matthews","WR","PHI",4,205,15.8,3.89,178,229,90.9,97,83.1,53,54,56,30,"8",33,81.6,6.77,31,2
"Carlos Hyde","RB","SF",8,190,16.3,1.49,163,206,90.6,93.6,81.4,54,58,57,19,"6",34,39.3,19.9,36,2
"Russell Wilson","QB","SEA",5,385,22.7,4.4,355,421,90.3,75.5,106,55,80,37,3,"2",37,34.6,20.1,12,4
"Duke Johnson","RB","CLE",13,188,10.3,4.15,170,203,89.2,100,77.7,56,51,61,20,"7",32,88.7,5.25,14,1
"Emmanuel Sanders","WR","DEN",11,201,25.6,3.91,166,235,87,84.8,89.1,57,69,51,31,"8",39,77.1,7.12,57,6
"Delanie Walker","TE","TEN",13,197,12,6.62,183,213,86.9,84.6,75,58,70,62,4,"4",41,65,6.62,10,10
"Andrew Luck","QB","IND",10,381,21,15.5,353,411,85.9,73.1,95,59,83,47,4,"3",36,42.8,17.8,22,4
"Giovani Bernard","RB","CIN",9,184,4.48,0.474,176,190,85,107,64.8,60,48,74,21,"7",34,80.9,5.61,1,3
"Thomas Rawls","RB","SEA",5,184,14.5,4.04,163,204,84.5,94.3,79,61,57,59,22,"7",32,41.8,17.6,39,1
"Tyler Lockett","WR","SEA",5,197,14.7,3.97,178,219,83.1,96.6,73.3,62,55,65,32,"9",33,87.9,5,29,1
"Melvin Gordon","RB","SD",11,180,9.74,4.73,170,199,80.5,101,74.3,63,50,64,23,"7",33,72.1,6.76,26,1
"Travis Kelce","TE","KC",5,190,7.71,1.6,183,202,80.2,85.2,64.1,64,67,75,5,"4",36,62,8.09,4,3
"Marvin Jones","WR","DET",10,193,18.4,1.52,166,224,79.1,85.3,78.3,65,66,60,33,"9",36,90.3,4.31,43,4
"Coby Fleener","TE","NO",5,189,10.1,7.19,178,203,78.6,79.6,65.1,66,77,73,6,"5",37,78.1,4.91,22,4
"John Brown","WR","ARI",9,192,17.4,3.3,169,211,77.6,88.2,65.4,67,64,72,34,"9",36,81.1,5.84,33,2
"Rashad Jennings","RB","NYG",8,175,6.07,0.616,165,181,75.8,95.7,55.8,68,56,89,24,"7",41,91.1,3.51,7,7
"Ameer Abdullah","RB","DET",10,174,12.6,0.0755,161,196,75.1,92.4,70.9,69,59,68,25,"7",33,93.7,4.16,32,1
"Jeremy Hill","RB","CIN",9,174,12.3,1.21,151,188,75.1,82.3,62.4,70,72,77,26,"7",33,51.2,11,35,2
"Allen Hurns","WR","JAC",5,188,23.1,0.927,162,234,74.3,81.4,88.1,71,74,52,35,"9",34,83.8,5.35,56,2
"Jonathan Stewart","RB","CAR",7,173,12.5,0.954,154,186,73.9,84.9,61,72,68,79,27,"8",39,49.1,13.8,30,8
"DeSean Jackson","WR","WAS",9,188,17,6.13,163,212,73.4,81.6,66.4,73,73,71,36,"9",39,87.3,4.71,37,8
"Ryan Mathews","RB","PHI",4,172,13.8,2.41,156,197,72.9,86.7,71.4,74,65,67,28,"8",38,61.3,9.51,41,6
"Gary Barnidge","TE","CLE",13,182,7.22,4.93,173,195,71.5,74.9,56.7,75,81,87,7,"5",40,83.6,4.19,6,8
"Frank Gore","RB","IND",10,170,15.1,1.56,147,192,70.5,78.2,67.3,76,79,70,29,"8",43,82.2,4.65,46,11
"Drew Brees","QB","NO",5,365,17.7,13.5,338,388,70.4,58.2,72.1,77,95,66,5,"4",47,46.8,12.3,6,15
"Charles Sims","RB","TB",6,168,9.26,0.662,157,184,68.9,88.4,59.1,78,63,82,30,"8",35,116,2.4,16,2
"Matt Jones","RB","WAS",9,167,14.5,0.0721,151,193,68.3,82.5,68.1,79,71,69,31,"8",33,74.6,5.96,43,1
"Arian Foster","RB","MIA",8,167,5.79,2.4,159,176,68.2,90.2,50.6,80,61,92,32,"8",39,77.1,6.22,22,7
"Tavon Austin","WR","LA",NA,181,22.3,0.561,155,226,67.2,74.5,80.3,81,82,58,37,"9",35,113,2.39,60,3
"Willie Snead","WR","NO",5,181,8.05,4.17,170,196,66.7,89.3,50.1,82,62,93,38,"10",33,118,2.28,3,2
"Zach Ertz","TE","PHI",4,177,11,5.2,161,197,66.5,63,58.5,83,93,84,8,"5",35,104,3.26,20,3
"Theo Riddick","RB","DET",10,165,16.2,3.11,138,187,65.8,69.3,62.2,84,85,78,33,"8",35,132,1.9,54,3
"T.J. Yeldon","RB","JAC",5,162,14.9,5.98,135,186,62.7,65.6,60.5,85,91,80,34,"9",32,100,4.15,48,1
"Stefon Diggs","WR","MIN",6,177,14.3,3.01,161,202,62.5,79.6,56,86,76,88,39,"10",32,114,3.06,26,1
"Antonio Gates","TE","SD",11,171,7.3,5.7,164,182,61.3,65.8,43.8,87,90,104,9,"6",46,96.3,2.55,12,13
"Sterling Shepard","WR","NYG",8,174,19.3,0.301,149,203,59.5,68.3,57,88,86,86,40,"10",NA,103,4.2,53,0
"Vincent Jackson","WR","TB",6,173,20.6,0.375,148,205,59.2,67.5,59.5,89,87,81,41,"10",43,128,2.02,52,11
"Torrey Smith","WR","SF",8,173,15,3.26,146,193,58.8,65.2,47.5,90,92,97,42,"10",37,118,2.34,54,5
"Ben Roethlisberger","QB","PIT",8,352,11.2,2.23,331,365,56.9,51.9,48.9,91,102,96,6,"4",44,52.3,10.8,19,12
"Justin Forsett","RB","FA",NA,156,11.5,7.87,148,169,56.7,78.9,43.8,92,78,103,35,"9",40,112,3.14,86,8
"DeVante Parker","WR","MIA",8,170,13.2,2.13,147,192,55.6,66.5,46.6,94,88,99,43,"10",33,105,5.12,45,1
"Jason Witten","TE","DAL",7,166,6.58,2.19,159,176,55.6,60.3,37.4,93,94,114,10,"6",44,128,2.1,8,13
"Blake Bortles","QB","JAC",5,350,19.4,2.02,318,379,54.7,38.2,62.8,95,121,76,7,"5",34,83.8,6.35,78,2
"Kevin White","WR","CHI",9,168,18.3,3.55,133,193,53.4,52.3,46.9,96,101,98,44,"10",33,108,4.53,49,1
"Martellus Bennett","TE","NE",9,164,11.9,0.14,148,178,53.4,49.6,39.9,97,104,110,11,"6",39,121,2.2,27,8
"Julius Thomas","TE","JAC",5,163,19.6,8.9,140,197,53.3,42.1,58.7,98,112,83,12,"7",38,97.8,2.98,41,5
"Philip Rivers","QB","SD",11,348,15,2.33,322,365,52.7,42.5,49.6,99,110,94,8,"5",44,87.6,4.62,38,12
"Eli Manning","QB","NYG",8,345,16.4,3.14,321,370,50.3,41.8,53.7,100,114,91,9,"5",45,78.1,5.2,28,12
"Corey Coleman","WR","CLE",13,164,17.2,6.22,147,201,49.9,66.4,54.9,101,89,90,45,"11",32,123,3.14,44,0
"Shane Vereen","RB","NYG",8,148,5.96,3.76,141,158,48.8,72.4,33.2,102,84,120,36,"10",37,151,1.4,25,5
"Carson Palmer","QB","ARI",9,342,6.33,7.27,333,350,47.2,54,34.2,103,99,117,10,"6",46,61.4,7.52,9,13
"Bilal Powell","RB","NYJ",11,144,20.2,1.49,125,184,45.1,56,58.5,104,97,85,37,"10",37,130,1.96,58,5
"Zach Miller","TE","CHI",9,154,14.5,2.06,138,179,44.4,39.4,40.7,105,119,109,13,"7",41,141,1.34,33,7
"Travis Benjamin","WR","SD",11,158,22.6,1.46,123,190,43.7,41.9,44.6,106,113,101,46,"11",36,126,2.19,61,4
"LeGarrette Blount","RB","NE",9,143,19,1.89,117,168,43.6,47.6,42.7,107,106,106,38,"10",39,107,2.15,68,6
"Dwayne Allen","TE","IND",10,152,13.1,4.55,138,171,42.3,39.6,33,108,118,122,14,"7",36,134,2.05,29,4
"Kamar Aiken","WR","BAL",8,156,24.9,1.97,126,188,42.2,45.2,42.6,109,107,107,47,"11",37,132,1.88,79,5
"Darren Sproles","RB","PHI",4,141,11,5.43,127,159,41.7,57.6,33.8,110,96,118,39,"10",43,138,1.51,52,11
"Steve Smith","WR","BAL",8,154,16.2,0.62,134,177,40.2,52.7,31.4,111,100,125,48,"11",47,137,1.74,63,15
"Kirk Cousins","QB","WAS",9,335,14.9,2.95,311,357,39.9,31.8,41.6,112,126,108,11,"6",37,112,3.58,72,4
"Josh Gordon","WR","CLE",13,154,22,0.0887,122,192,39.6,40.6,46.4,113,116,100,49,"11",35,91,5.75,62,4
"Mohamed Sanu","WR","ATL",11,154,16.6,2.44,136,175,39.5,55.3,29,114,98,127,50,"11",36,143,1.7,47,4
"Charles Clay","TE","BUF",10,148,7.6,2.21,141,163,37.8,42.4,24.8,115,111,135,15,"8",37,148,1.55,24,5
"Pierre Garcon","WR","WAS",9,151,23.6,1.53,121,174,37.1,39.9,27.8,116,117,130,51,"11",39,148,1.42,65,8
"Derek Carr","QB","OAK",10,332,4.46,1.73,328,341,37,48.3,24.7,117,105,136,12,"6",35,103,4.88,41,2
"Isaiah Crowell","RB","CLE",13,135,9.74,0.22,119,146,36.3,49.9,20.8,118,103,140,40,"10",33,118,2.06,23,2
"Chris Ivory","RB","JAC",5,135,18.5,3.57,112,160,36,43.1,34.8,119,109,116,41,"10",38,89.1,3.57,55,6
"Rishard Matthews","WR","TEN",13,150,29.4,0.876,106,183,35.6,24.8,37.7,121,133,113,52,"11",36,153,1.66,85,4
"Eric Ebron","TE","DET",10,146,8.65,2.59,128,154,35.6,29.6,15.6,120,129,154,16,"8",33,145,1.95,18,2
"Matthew Stafford","QB","DET",10,330,16.5,0.938,309,355,35.3,29.2,39.5,122,130,111,13,"6",38,121,3.26,81,7
"Markus Wheaton","WR","PIT",8,149,21.2,2.43,114,179,34.7,33.2,33,123,125,121,53,"11",35,128,1.97,55,3
"Jameis Winston","QB","TB",6,329,8.33,2.38,318,339,34.3,39,23.6,124,120,137,14,"6",32,115,4.37,47,1
"Tyler Eifert","TE","CIN",9,143,19.9,5.08,121,171,33,22.3,32.6,125,135,124,17,"8",35,91.8,6.07,71,3
"DeAngelo Williams","RB","PIT",8,132,17.6,9.75,105,164,32.5,35.9,39.2,126,124,112,42,"11",43,89.7,3.99,49,10
"Mike Wallace","WR","BAL",8,146,19.1,1.59,117,176,32.3,36.5,30.4,127,123,126,54,"11",39,146,1.61,64,7
"Ryan Fitzpatrick","QB","NYJ",11,327,16.6,4.27,301,349,31.9,21.4,33.6,128,137,119,15,"7",43,139,1.9,75,11
"Will Fuller","WR","HOU",9,145,26,0.281,100,174,30.7,19.5,28.1,129,142,128,55,"11",32,141,2.44,81,0
"Michael Thomas","WR","NO",5,145,28.6,2.31,96.6,181,30.4,15.7,35.4,130,152,115,56,"12",31,136,2.82,71,0
"Phillip Dorsett","WR","IND",10,142,14.1,0.705,123,162,28.1,41.7,16.1,131,115,152,57,"12",33,145,1.64,36,1
"Jimmy Graham","TE","SEA",5,138,18.4,10.3,101,154,27.9,2.91,15.9,132,189,153,18,"9",39,118,3,57,6
"Andy Dalton","QB","CIN",9,323,10.3,4.72,311,341,27.7,31.7,25.5,133,127,133,16,"7",38,118,3.08,62,5
"Devin Funchess","WR","CAR",7,142,29.7,3.93,95.7,190,27.4,14.8,43.8,134,154,102,58,"12",32,124,2.4,74,1
"Tyler Boyd","WR","CIN",9,138,26.9,4.24,100,172,23.4,19.3,26.7,135,143,131,59,"12",31,144,2.26,75,0
"Tyrod Taylor","QB","BUF",10,318,12.2,3.68,308,341,22.9,28.9,25,136,131,134,17,"8",36,117,2.9,56,5
"James White","RB","NE",9,122,24.1,1.62,89.4,152,22.7,20.4,26.5,137,139,132,43,"11",34,133,1.6,93,2
"Jay Ajayi","RB","MIA",8,120,20.7,5.87,89.2,145,21.1,20.2,19.5,138,140,141,44,"12",33,106,4.26,75,1
"Justin Tucker","K","BAL",8,153,4.11,0.522,146,159,19.7,20.9,17.9,139,138,147,1,"1",36,127,1.35,19,4
"Ryan Tannehill","QB","MIA",8,314,14,4.15,294,334,19.3,14.1,18,140,156,146,18,"8",37,140,2.8,59,4
"Terrance Williams","WR","DAL",7,133,7.57,0.282,124,141,19.2,43.2,-4.48,141,108,212,60,"12",36,155,1.19,16,3
"Stephen Gostkowski","K","NE",9,152,4.87,2.38,144,158,19.2,18.8,17.3,142,144,149,2,"1",42,97,3.83,1,10
"Anquan Boldin","WR","DET",10,133,24.6,0.144,106,167,18.9,25.1,21.3,143,132,139,61,"12",45,148,0.985,76,13
"Robert Woods","WR","BUF",10,133,16,1.54,118,155,18.8,36.8,8.94,144,122,163,62,"12",34,160,0.703,58,3
"Jared Cook","TE","GB",4,128,12.2,1.22,113,143,17.6,14.3,4.93,145,155,172,19,"9",39,137,1.82,35,7
"Laquon Treadwell","WR","MIN",6,131,28.2,0.573,99.3,174,17.2,18.4,27.9,146,146,129,63,"12",31,139,3.63,93,0
"Chris Boswell","K","PIT",8,150,5.04,4.71,142,158,16.8,16.6,17,147,149,150,3,"2",35,131,1.17,39,2
"Tajae Sharpe","WR","TEN",13,131,33.1,3.38,91.9,195,16.7,11,49.3,148,164,95,64,"12",31,138,1.98,96,0
"Kyle Rudolph","TE","MIN",6,126,15,2.42,111,158,16.3,13.1,19.5,149,160,142,20,"9",36,147,1.33,37,5
"James Starks","RB","GB",4,114,17.2,0.985,88.8,139,15.2,19.8,14.1,150,141,157,45,"12",40,141,1.42,67,6
"Matt Ryan","QB","ATL",11,310,11.7,3.22,297,334,15.1,17.8,18.6,151,147,144,19,"8",41,130,3.2,53,8
"Derrick Henry","RB","TEN",13,113,20.8,2.44,77.1,143,14.2,8.11,18.2,152,171,145,46,"12",32,95.4,4.63,80,0
"Clive Walford","TE","OAK",10,124,13.8,10.3,98.7,139,13.9,0.436,1.13,153,193,188,21,"10",34,152,1.46,31,1
"Kenny Stills","WR","MIA",8,127,27.9,2.06,94.9,178,13.3,14,32.6,154,157,123,65,"13",34,163,0.697,94,3
"Dan Bailey","K","DAL",7,145,8.42,3.71,131,158,12.1,6.31,17.4,155,178,148,4,"2",38,132,1.26,45,5
"Marcus Mariota","QB","TEN",13,307,11.2,1.82,287,319,11.9,7.78,3.16,156,174,179,20,"8",32,124,3.78,50,1
"Chris Thompson","RB","WAS",9,111,13.1,0.588,90.6,130,11.8,21.6,5.07,157,136,170,47,"12",35,166,0.667,64,3
"Terrance West","RB","BAL",8,110,34.2,1.5,82,169,11.2,13,43.4,158,161,105,48,"12",35,150,1.48,99,2
"Kenny Britt","WR","LA",NA,125,12.9,2.12,111,141,11.2,30,-4.62,159,128,215,66,"13",37,172,0.667,48,7
"Panthers","DST","CAR",7,66,10.6,0.346,55.9,81.7,10.8,9.26,16.8,160,167,151,1,"1",NA,86.9,2.82,55,NA
"Chiefs","DST","KC",5,65.7,8.69,0.273,54.6,74.4,10.4,7.9,9.6,161,173,161,2,"1",NA,107,1.8,48,NA
"Broncos","DST","DEN",11,65.4,9.76,4.26,54.7,80,10.2,8.04,15.2,162,172,155,3,"2",NA,74,4.77,19,NA
"Joe Flacco","QB","BAL",8,305,12.5,0.153,284,318,10.1,5.07,2.63,163,183,184,21,"8",41,137,2.39,31,8
"Alex Smith","QB","KC",5,305,8.8,9.93,291,319,9.93,11.5,3.17,164,163,178,22,"9",42,139,2.31,25,11
"Devontae Booker","RB","DEN",11,109,17.3,2.87,87.5,131,9.72,18.5,5.57,165,145,168,49,"12",34,136,2.26,57,0
"Chris Hogan","WR","NE",9,123,23.1,3.27,94.5,157,9.1,13.6,11.2,166,158,160,67,"13",37,146,1.7,72,5
"Graham Gano","K","CAR",7,141,3.24,0.125,136,145,8.4,10.7,4.45,167,165,174,5,"2",39,117,1.38,10,7
"Steven Hauschka","K","SEA",5,141,3.19,0.107,136,146,8.28,10.7,5.04,168,166,171,6,"2",NA,119,1.64,3,NA
"Mason Crosby","K","GB",4,141,3.99,0.862,134,144,8.17,8.5,3.12,169,169,180,7,"2",41,134,1.3,6,9
"Brandon McManus","K","DEN",11,140,7.81,2.04,126,146,7.31,0.442,5.5,170,192,169,8,"3",34,142,1.36,74,2
"Jerick McKinnon","RB","MIN",6,106,16.9,2.09,84.6,129,6.85,15.6,3.66,171,153,177,50,"12",34,145,1.94,65,2
"Cardinals","DST","ARI",9,61.1,10.9,1.18,44,73.7,5.91,-2.61,8.85,172,205,164,4,"3",NA,90.2,2.85,32,NA
"Cole Beasley","WR","DAL",7,120,21.9,1.89,97.4,158,5.83,16.5,12.2,173,151,159,68,"13",37,160,0.42,73,4
"Blair Walsh","K","MIN",6,138,3.45,1.58,132,141,5.27,6.93,0.598,174,175,192,9,"3",36,141,1.25,35,4
"Tevin Coleman","RB","ATL",11,104,13.3,0.403,80.6,118,4.77,11.6,-7.21,175,162,226,51,"12",33,135,2.28,45,1
"Vikings","DST","MIN",6,60,4.17,0.633,55,67.1,4.73,8.37,2.28,176,170,185,5,"3",NA,129,1.44,6,NA
"Javorius Allen","RB","BAL",8,104,9.92,0.371,92.4,119,4.36,23.4,-6.44,177,134,223,52,"13",34,162,1.41,51,1
"Rams","DST","LA",NA,59.3,8.14,0.216,53.5,70.4,4.1,6.88,5.59,178,176,167,6,"4",NA,116,1.23,42,NA
"C.J. Spiller","RB","NO",5,103,15,1.16,85.5,122,3.99,16.5,-2.83,179,150,204,53,"13",38,170,1.05,83,6
"Ted Ginn","WR","CAR",7,118,14.3,1.82,98.4,137,3.94,17.5,-8.28,180,148,228,69,"13",41,142,1.77,51,9
"Eagles","DST","PHI",4,59.1,5.63,0.897,52.5,67.5,3.89,5.87,2.71,181,179,183,7,"5",NA,156,0.82,45,NA
"Cairo Santos","K","KC",5,137,4.19,0.526,129,142,3.69,3.88,1.46,182,186,187,10,"3",34,145,1.14,32,2
"Jordan Cameron","TE","MIA",8,114,16.5,3.64,92.2,138,3.64,-6.05,0,183,211,194,22,"10",37,159,0.758,49,5
"Adam Vinatieri","K","IND",10,136,3.73,1.89,130,141,3.16,5.09,0,184,182,194,11,"3",53,142,1.35,16,20
"Packers","DST","GB",4,58.2,4.43,1.65,53.3,64.5,2.99,6.68,-0.319,185,177,196,8,"6",NA,136,1.3,3,NA
"Shaun Draughn","RB","SF",8,102,22.4,0.662,74.8,134,2.83,5.78,9,186,180,162,54,"13",38,170,0.687,88,5
"Dion Lewis","RB","NE",9,101,24.7,2.17,57.3,131,2.17,-11.7,5.6,187,233,166,55,"13",35,127,5.23,97,5
"Jermaine Kearse","WR","SEA",5,116,22.7,2.13,79.8,141,2.13,-1.09,-4.35,188,198,210,70,"13",36,171,0.77,82,4
"Steelers","DST","PIT",8,56.6,7.69,0.698,50.1,69.5,1.34,3.48,4.7,189,188,173,9,"7",NA,140,1.1,74,NA
"Matt Prater","K","DET",10,134,4.48,1.27,129,141,1.27,3.75,0.603,190,187,191,12,"4",41,156,1.17,52,10
"Jaguars","DST","JAC",5,55.9,2.89,0.178,51.1,58.5,0.64,4.42,-6.37,191,185,222,10,"7",NA,156,0.972,10,NA
"Texans","DST","HOU",9,55.7,3.36,0.388,51.3,60.4,0.462,4.67,-4.41,192,184,211,11,"8",NA,101,1.68,1,NA
"Colts","DST","IND",10,55.3,8,0.0738,47.7,68.7,0.0738,1.06,3.89,193,191,176,12,"8",NA,158,0.568,97,NA
"Jay Cutler","QB","CHI",9,295,11.4,0.81,279,314,0,0,-2.36,194,194,200,23,"9",43,151,2.02,34,10
"Spencer Ware","RB","KC",5,99.2,30.3,4.46,61.8,140,0,-7.25,14.4,194,217,156,56,"13",34,136,2.05,94,3
"Davante Adams","WR","GB",4,114,24.8,4.61,80.5,147,0,-0.421,0.959,194,196,189,71,"13",33,153,1.34,78,2
"Vance McDonald","TE","SF",8,110,13.1,0.794,98.3,135,0,0,-3.46,194,194,207,23,"11",36,163,0.832,55,3
"Raiders","DST","OAK",10,55.2,4.19,0.143,51.8,62.2,0,5.15,-2.59,194,181,201,13,"8",NA,143,1.26,71,NA
"Chandler Catanzaro","K","ARI",9,133,8.58,2.12,117,144,0,-7.63,2.89,194,218,182,13,"4",35,134,1.18,29,2
"Patriots","DST","NE",9,55.1,8.41,0.289,46.2,67.8,-0.143,-0.429,2.98,195,197,181,14,"8",NA,119,1.13,23,NA
"Seahawks","DST","SEA",5,54.8,11.4,0.267,35,66.7,-0.432,-11.7,1.86,196,232,186,15,"9",NA,79.5,3.91,35,NA
"Bengals","DST","CIN",9,54.5,5.52,0.885,46.7,61.2,-0.699,0,-3.64,197,194,208,16,"10",NA,127,1.44,13,NA
"Virgil Green","TE","DEN",11,109,20.2,0.0627,72.1,136,-0.794,-26.1,-2.69,198,263,203,24,"11",37,157,0.852,63,5
"Tom Brady","QB","NE",9,294,10.2,7.09,279,304,-0.81,-0.00668,-12.2,199,195,245,24,"10",48,63,10.8,16,16
"Jacob Tamme","TE","ATL",11,109,10.6,0.898,96.8,123,-0.857,-1.43,-15.4,200,199,257,25,"11",41,164,0.667,45,8
"Lions","DST","DET",10,53.6,6.71,0.0816,44.5,61.7,-1.58,-2.16,-3.08,201,202,206,17,"10",NA,168,0.817,29,NA
