"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Lamar Jackson","QB","BAL",7,445,24.3,2.21,417,483,127,128,134,40,47,27,1,"1",29,18.8,34.2,9,7
"Garrett Wilson","WR","NYJ",9,242,13.3,4.35,227,267,127,150,97.4,39,31,51,18,"4",25,48,19.9,3,3
"Josh Allen","QB","BUF",7,442,23,19.5,409,473,125,120,124,42,54,32,2,"1",30,17.8,36.1,3,7
"D'Andre Swift","RB","CHI",5,212,26.5,3.62,181,261,125,133,134,41,44,28,21,"6",27,58.2,15.8,41,5
"Trey McBride","TE","ARI",8,252,8.32,26.5,238,261,125,139,109,43,40,40,2,"2",26,36,28.5,1,3
"D.J. Moore","WR","CHI",5,238,18.4,1.06,216,269,123,139,99.3,44,39,48,19,"4",29,56,14.6,33,7
"Tony Pollard","RB","TEN",10,209,18.2,1.92,171,226,122,123,99,46,52,49,22,"6",29,65.1,15.4,16,6
"Marvin Harrison Jr.","WR","ARI",8,237,15.8,2.73,211,262,122,135,93.1,45,42,55,20,"4",23,43.9,19.8,11,1
"Aaron Jones","RB","MIN",6,207,14.1,7.91,178,221,120,130,94.8,47,46,52,23,"6",31,68.1,13.7,4,8
"DK Metcalf","WR","PIT",5,234,5.75,2.24,227,242,119,150,72.4,48,32,69,21,"4",28,50.3,16.8,1,6
"Courtland Sutton","WR","DEN",12,232,17.6,3.82,216,263,117,140,93.3,49,38,54,22,"5",30,56.5,17.6,22,7
"Zay Flowers","WR","BAL",7,228,15.2,3.14,198,246,113,122,77,50,53,65,23,"5",25,66.9,10,21,2
"RJ Harvey","RB","DEN",12,199,20.6,3.04,173,231,112,125,105,51,50,46,24,"7",25,62.8,15.1,45,0
"Tetairoa McMillan","WR","CAR",14,225,21.8,1.09,183,256,110,107,86.9,52,63,59,24,"5",23,66.4,13.6,55,0
"David Montgomery","RB","DET",8,196,14.9,0.86,173,212,109,125,85.6,55,49,60,25,"7",29,61.3,13.3,9,6
"DeVonta Smith","WR","PHI",9,224,15.9,0.0326,209,251,109,133,81.3,53,45,62,25,"5",27,61.6,12.5,10,4
"Jerry Jeudy","WR","CLE",9,224,22.4,0.623,190,262,109,113,92.8,54,57,56,26,"5",27,84.2,8.33,44,5
"Tyrone Tracy","RB","NYG",14,195,21.2,1.49,162,226,108,114,99.8,57,56,47,26,"7",26,83.2,8.3,30,1
"Calvin Ridley","WR","TEN",10,223,16.1,6.42,204,250,108,127,80.3,56,48,64,27,"5",31,68.2,12.9,18,7
"Joe Burrow","QB","CIN",10,423,22,0.591,393,456,106,104,107,59,65,43,3,"2",29,29.3,24.5,6,5
"Jaylen Warren","RB","PIT",5,193,30.3,5.68,161,245,106,113,118,58,58,36,27,"7",27,92.6,6.69,55,3
"Jayden Daniels","QB","WAS",12,422,26.6,19.9,384,455,105,95.2,105,60,69,44,4,"3",25,27.5,27.6,12,1
"Jameson Williams","WR","DET",8,217,14.2,4.52,196,240,102,119,70.6,61,55,72,28,"5",25,61.8,11.1,13,3
"Isiah Pacheco","RB","KC",10,188,24.8,16.4,146,215,101,98.2,88.4,62,68,57,28,"8",27,64.3,14.4,38,3
"George Kittle","TE","SF",14,225,17,29.6,204,250,98.6,104,97.9,63,64,50,3,"3",32,39.2,24.2,19,8
"Travis Hunter","WR","JAC",8,212,24.5,2.55,184,253,97.4,108,83.9,64,61,61,29,"6",23,77.3,8.89,60,0
"Travis Hunter","WR","JAC",8,212,24.5,2.55,184,253,97.4,108,83.9,64,61,61,29,"6",23,77.3,8.89,89,0
"George Pickens","WR","DAL",10,210,12.8,0.247,189,227,94.9,112,57.3,65,59,93,30,"6",25,67.6,11.6,15,3
"Jakobi Meyers","WR","LVR",8,209,16.8,1.06,184,239,94.6,108,69.7,66,62,75,31,"6",29,99,6,23,6
"Xavier Worthy","WR","KC",10,208,24.5,0.0983,167,235,93.6,90.7,65.4,67,75,85,32,"6",23,56.5,13,53,1
"Jaylen Waddle","WR","MIA",12,208,21.5,2.3,172,229,93.5,95.1,60.2,68,71,91,33,"6",27,79.7,11,43,4
"Rome Odunze","WR","CHI",5,206,18.6,1.13,179,232,91.2,103,62.8,69,66,89,34,"6",24,87.1,7.12,41,1
"Chris Olave","WR","NO",11,205,22.6,0.489,172,245,90.1,95.2,76,70,70,66,35,"6",26,89.8,7.19,45,3
"Deebo Samuel","WR","WAS",12,204,18.6,7.38,185,239,89.6,109,69.5,71,60,77,36,"6",56,90.1,7.9,36,6
"Jalen Hurts","QB","PHI",9,403,11.2,11.4,388,415,85.3,98.6,65.7,72,67,84,5,"3",27,31,26.8,1,5
"Austin Ekeler","RB","WAS",12,171,20.1,2.53,139,208,84.3,90.9,81.3,73,74,63,29,"8",NA,109,6.94,59,NA
"Michael Pittman","WR","IND",11,197,14.8,1.84,171,214,82.2,94.6,45.1,74,72,108,37,"6",28,115,5.26,25,5
"Javonte Williams","RB","DAL",10,169,29.8,4.9,134,214,81.8,86.1,87.2,75,78,58,30,"8",26,116,6.29,65,4
"Jauan Jennings","WR","SF",14,195,18.5,1.17,165,226,80.3,88.7,57.1,76,76,95,38,"6",29,110,4.85,29,5
"Cooper Kupp","WR","SEA",8,194,25.8,0.313,168,240,79.2,91.8,71.1,77,73,71,39,"6",33,104,7.32,47,8
"Stefon Diggs","WR","NE",14,194,18.4,0.735,165,223,78.9,88.4,53.3,78,77,100,40,"6",32,96.7,8.36,38,10
"Ricky Pearsall","WR","SF",14,193,28.6,0.199,144,240,78.1,67.6,70.5,79,93,73,41,"6",25,88.5,8.59,69,1
"Matthew Golden","WR","GB",5,193,26.4,7.14,145,233,77.9,68.5,63.9,80,91,87,42,"7",22,95.7,8.06,59,0
"Kaleb Johnson","RB","PIT",5,164,19.8,6.7,128,197,76.9,80.4,70,81,84,74,31,"9",22,82.3,8.06,61,0
"Patrick Mahomes","QB","KC",10,391,16.3,2.15,366,416,73.9,76.7,67.1,82,89,81,6,"3",30,47.3,16.5,16,8
"Baker Mayfield","QB","TB",9,389,22.4,17.7,357,417,71.8,68,67.5,83,92,80,7,"4",31,57.5,10.9,50,7
"Khalil Shakir","WR","BUF",7,185,20.3,3.04,154,219,70.8,77.7,49.3,84,87,105,43,"7",26,115,4.28,32,3
"Travis Etienne","RB","JAC",8,157,23.9,4.85,126,190,70.2,78.2,63.1,85,86,88,32,"9",27,107,7.37,43,4
"Sam LaPorta","TE","DET",8,196,9.84,14.9,183,211,69,83.8,59.4,86,80,92,4,"4",25,57.1,11.4,11,2
"Jordan Addison","WR","MIN",6,182,26.2,1.35,156,239,67.7,80,69.5,87,85,76,44,"7",24,104,4.25,52,2
"Chris Godwin","WR","TB",9,181,31.5,1.16,154,245,66.4,77.1,76,88,88,67,45,"7",30,112,5.38,77,8
"J.K. Dobbins","RB","DEN",12,152,27.3,0.704,115,198,65.4,66.5,71.8,89,94,70,33,"9",27,102,6.36,68,5
"Emeka Egbuka","WR","TB",9,180,22.2,0.217,158,224,65.2,81.4,54.4,90,82,98,46,"7",23,91.7,11.1,57,0
"Josh Downs","WR","IND",11,180,19.1,1.6,161,215,65,84.7,45.8,91,79,106,47,"7",24,133,2.62,31,2
"Zach Charbonnet","RB","SEA",8,152,18.9,3.46,130,181,64.7,81.6,54.8,92,81,97,34,"9",25,110,5.85,26,2
"Rashee Rice","WR","KC",10,178,33.9,1.8,141,243,63.4,64.6,74,93,97,68,48,"7",26,77.6,9.41,81,2
"Jayden Reed","WR","GB",5,176,26.1,1.82,130,220,61.6,53.8,50.8,94,105,103,49,"7",26,125,2.51,58,2
"Rhamondre Stevenson","RB","NE",14,148,23.7,11.9,119,178,61.2,70.8,51.9,95,90,102,35,"10",28,116,4.29,48,4
"Rashid Shaheed","WR","NO",11,174,10.7,1.42,158,188,59.8,81.1,19.2,96,83,136,50,"7",27,144,2.64,9,3
"Keon Coleman","WR","BUF",7,173,21.8,5.67,142,199,58.4,65.6,29.7,97,95,122,51,"8",23,117,3.27,46,1
"Bo Nix","QB","DEN",12,371,20.7,1.91,340,401,54.1,51.1,52.2,99,108,101,8,"4",26,67.6,9.31,28,1
"T.J. Hockenson","TE","MIN",6,181,13.6,0.24,159,197,54.1,59.4,45.4,98,99,107,5,"4",29,71.3,8.39,17,6
"Travis Kelce","TE","KC",10,180,16.8,5.26,156,207,53.9,56.3,55.5,100,102,96,6,"5",36,67,12,28,12
"Darnell Mooney","WR","ATL",5,167,20.6,3.81,133,202,52.7,57,32.4,101,101,121,52,"8",28,137,2.98,37,5
"Kyler Murray","QB","ARI",8,369,24.6,4.84,341,415,52.2,51.3,65.8,102,107,83,9,"4",28,84.8,7.11,41,6
"Rachaad White","RB","TB",9,136,17.8,2.2,109,159,49.3,60.6,32.8,103,98,119,36,"10",27,137,2.77,42,3
"Keenan Allen","WR","LAC",12,164,37.5,4.98,120,211,48.9,43.9,41.9,104,114,110,53,"8",34,132,3.99,91,12
"Mark Andrews","TE","BAL",7,175,7.88,0.413,164,188,48.6,65.1,35.9,105,96,116,7,"5",30,74.5,7.39,9,7
"David Njoku","TE","CLE",9,175,12.5,9.84,154,192,48.2,54.7,40.4,106,103,111,8,"6",30,90.5,5.98,15,8
"Brock Purdy","QB","SF",14,365,13.9,10.8,342,388,47.3,53.2,38.4,107,106,113,10,"5",26,89,5.85,75,3
"Jerome Ford","RB","CLE",9,134,28.6,5.35,107,195,47.1,59.3,68.3,108,100,79,37,"10",26,137,3.75,75,3
"Marvin Mims","WR","DEN",12,159,28.2,3.08,127,206,43.9,50.5,37,109,109,114,54,"8",24,140,2.52,68,2
"Jacory Croskey-Merritt","RB","WAS",12,129,47.3,1.54,28.2,166,41.8,-19.9,39.5,110,260,112,38,"10",25,99,10.8,87,0
"Xavier Legette","WR","CAR",14,156,19,2.28,120,177,40.8,43.3,7.43,111,116,160,55,"8",25,151,1.41,48,1
"Joe Mixon","RB","HOU",6,127,60.4,0.798,14.8,221,40.2,-33.2,94.4,112,291,53,39,"10",29,103,7.4,99,8
"Cam Skattebo","RB","NYG",14,126,19.6,2.16,102,163,39.4,54.2,36.5,113,104,115,40,"10",24,118,4.02,52,0
"Wan'Dale Robinson","WR","NYG",14,153,23.9,1.36,115,180,38.6,38.3,11.2,114,125,148,56,"8",25,165,2,64,3
"Evan Engram","TE","DEN",12,165,16.3,0.952,138,184,38.4,38.9,32.5,115,121,120,9,"6",31,96.9,6.65,32,8
"Tyler Warren","TE","IND",11,164,18.4,9.67,146,205,37.4,46.5,53.3,116,111,99,10,"6",24,98.4,7.77,51,0
"Jordan Mason","RB","MIN",6,124,19.6,7.94,84,145,37.3,35.9,18.5,117,129,137,41,"11",27,100,7.64,35,3
"Rashod Bateman","WR","BAL",7,152,19.5,3.08,124,180,37.2,47.6,10.7,118,110,150,57,"8",26,145,3.14,42,4
"Jared Goff","QB","DET",8,354,28.6,4.82,326,406,36.5,36.4,57.3,119,128,94,11,"5",31,101,6.15,88,9
"Cedric Tillman","WR","CLE",9,149,23.3,0.96,103,168,34.1,26.1,-1.32,120,138,203,58,"8",26,169,2.55,51,2
"Marquise Brown","WR","KC",10,148,36.4,3.12,72.5,183,33.2,-3.95,13.8,121,216,144,59,"9",29,151,3.56,85,6
"Justin Herbert","QB","LAC",12,349,16.8,0.999,326,373,31.7,37,23.5,122,127,134,12,"5",28,111,5.5,38,5
"Caleb Williams","QB","CHI",5,348,23.4,0.617,330,394,30.7,40.7,44.8,123,119,109,13,"5",24,108,4.76,84,1
"Dak Prescott","QB","DAL",10,347,13.2,0.937,327,366,30.1,37.7,16.5,124,126,139,14,"5",32,90.4,8.72,62,9
"Demario Douglas","WR","NE",14,145,19.4,4.84,110,169,30,33.1,0,125,132,194,60,"9",25,163,2.22,56,2
"Quinshon Judkins","RB","CLE",9,116,44.2,1.62,48.9,196,29.3,0.792,69.3,126,190,78,42,"11",22,120,3.83,91,0
"J.J. McCarthy","QB","MIN",6,346,16.2,2.03,329,373,29.2,39.5,24.3,127,120,132,15,"5",23,129,3.23,78,1
"Nick Chubb","RB","HOU",6,115,24.7,0.0313,78.7,156,27.7,30.6,29.6,129,135,123,43,"11",30,124,5.21,71,7
"Tank Bigsby","RB","JAC",8,115,20.7,0.304,88.8,154,27.7,40.8,27.9,130,118,125,44,"11",23,115,3.5,51,2
"Tucker Kraft","TE","GB",5,154,17.1,1.83,120,177,27.7,21,25.7,128,142,129,11,"6",25,106,3.96,40,2
"Najee Harris","RB","LAC",12,114,22.6,4.43,90.4,152,27.4,42.3,25,131,117,130,45,"11",56,133,4.41,67,4
"Justin Fields","QB","NYJ",9,344,16.5,9.49,321,365,27.1,31.7,16.1,132,134,140,16,"6",27,106,4.56,81,4
"Jake Ferguson","TE","DAL",10,152,7.58,4.54,145,167,25.9,46.1,15.4,133,112,141,12,"7",27,132,2.72,4,3
"Jayden Higgins","WR","HOU",6,140,43.7,1.9,60.4,196,25.2,-16,26.3,134,252,126,61,"9",23,140,2.71,95,0
"Romeo Doubs","WR","GB",5,138,22.9,2.77,112,169,23.3,35.2,-0.379,135,130,197,62,"9",26,163,1.6,49,3
"Trey Benson","RB","ARI",8,110,15.5,3.48,91.9,129,22.9,43.8,2.31,136,115,179,46,"11",23,138,3.31,39,1
"Colston Loveland","TE","CHI",5,148,28.5,0.653,92.9,186,21.4,-6.4,34.5,137,224,117,13,"7",22,124,4.39,85,0
"Dallas Goedert","TE","PHI",9,147,16.5,2.18,113,161,20.7,13.7,9.84,138,152,153,14,"7",31,133,2.72,34,7
"Brandon Aiyuk","WR","SF",14,135,47.9,0.615,78.1,234,20.5,1.65,64.7,139,187,86,63,"9",56,141,3.74,93,5
"Quentin Johnston","WR","LAC",12,135,37.7,4.12,72.5,177,19.9,-3.95,7.68,140,217,159,64,"9",24,167,2.39,82,2
"Tyjae Spears","RB","TEN",10,107,32.8,2.34,60.7,152,19.5,12.6,25.9,141,155,127,47,"11",25,150,1.84,80,2
"Dalton Kincaid","TE","BUF",7,145,6.52,2.05,138,156,18.5,38.4,4.71,142,124,168,15,"7",26,134,2.68,6,2
"Jordan Love","QB","GB",5,335,15.2,0.0119,310,355,17.7,21,6.11,143,143,163,17,"6",27,124,4.6,59,5
"Drake Maye","QB","NE",14,335,21.3,0.263,300,357,17.6,10.9,7.95,144,159,158,18,"6",23,121,4.26,72,1
"C.J. Stroud","QB","HOU",6,335,20.1,1.27,303,361,17.4,13.5,11.6,145,153,147,19,"6",24,126,3.84,66,2
"Ray Davis","RB","BUF",7,104,28.1,0.103,75,159,17.1,26.9,32.9,146,137,118,48,"11",26,144,1.99,64,1
"Rico Dowdle","RB","CAR",14,104,19.1,0.906,86.6,140,17,38.5,13.9,147,123,143,49,"11",28,161,2.54,62,5
"Brandon Aubrey","K","DAL",10,158,14.6,8.09,136,171,16.9,6.18,17.6,148,171,138,1,"1",31,109,4.17,13,2
"Zach Ertz","TE","WAS",12,143,16.3,0.0889,124,172,16.5,24.9,20.8,149,140,135,16,"7",35,145,2.43,49,12
"Kyle Pitts","TE","ATL",5,143,8.88,0.191,131,157,16.4,32,4.93,150,133,166,17,"7",25,135,4.35,13,4
"Hunter Henry","TE","NE",14,143,19.8,4.59,102,160,16.2,2.37,8.34,151,184,155,18,"7",31,149,2.25,62,9
"Trevor Lawrence","QB","JAC",8,333,16,13.5,304,353,16.1,14.5,4.12,153,151,173,20,"7",26,135,3.59,69,4
"Kareem Hunt","RB","KC",10,103,12.5,0.45,86.7,124,16.1,38.6,-3.04,152,122,218,50,"11",30,153,2.46,49,8
"Christian Kirk","WR","HOU",6,130,28.1,1.69,76.5,165,15.8,0,-4.52,154,194,225,65,"9",29,143,2.67,66,7
"Dylan Sampson","RB","CLE",9,103,52.1,0.203,22.5,189,15.7,-25.6,62.6,155,272,90,51,"11",21,148,3.06,93,0
"Braelon Allen","RB","NYJ",9,103,18.8,1.51,76.7,133,15.5,28.7,6.07,156,136,164,52,"11",22,132,4.68,46,1
"Adam Thielen","WR","MIN",6,129,44.1,0.0818,82,198,14.1,5.5,29,157,172,124,66,"9",35,152,2.59,90,11
"Tyler Allgeier","RB","ATL",5,101,6.67,6.4,93.6,113,14,45.5,-13.2,159,113,256,53,"12",26,149,2.44,3,3
"Michael Wilson","WR","ARI",8,129,19.7,9.65,110,161,14,33.7,-8.24,158,131,241,67,"10",26,184,1.55,62,2
"Jonnu Smith","TE","PIT",5,138,22.7,3.91,102,176,11.6,2.26,24.3,160,185,133,19,"8",30,143,1.84,77,8
"Chase McLaughlin","K","TB",9,150,8.82,2.23,133,160,8.85,3.1,6.22,161,181,162,2,"1",30,139,1.74,26,6
"Chigoziem Okonkwo","TE","TEN",10,134,10.7,0.839,119,152,7.71,19.9,0.842,162,145,190,20,"8",26,172,2.13,23,3
"Texans","DST","HOU",6,58.2,4.91,0.00343,52.3,64.3,7.63,12.6,4.62,163,154,170,1,"1",NA,134,1.72,10,NA
"Broncos","DST","DEN",12,58.2,6.09,1.51,52.1,69.9,7.63,12.5,10.3,164,156,151,2,"2",NA,105,3.64,3,NA
"Justice Hill","RB","BAL",7,94.6,20.4,2.63,50,112,7.56,1.91,-14.5,165,186,257,54,"12",28,173,2.08,70,6
"Brenton Strange","TE","JAC",8,133,12.9,0.855,118,155,6.87,18.7,2.96,166,146,176,21,"8",25,170,2.69,38,2
"Jake Bates","K","DET",8,148,4.03,0.0194,145,156,6.62,14.6,2.59,167,150,178,3,"1",27,130,2.25,10,2
"Kaimi Fairbairn","K","HOU",6,148,7.15,0.598,139,158,6.6,9.3,4.49,168,162,171,4,"1",32,149,1.52,29,9
"Eagles","DST","PHI",9,56.6,5.5,0.525,46,60.6,6.12,6.28,0.947,169,170,187,3,"2",NA,113,2.09,13,NA
"Cade Otton","TE","TB",9,133,13.3,6.01,114,153,6.01,15,1.46,170,148,184,22,"8",27,160,1.49,36,3
"Cameron Dicker","K","LAC",12,148,9.43,0.271,129,158,6.01,-0.641,4.72,171,198,167,5,"1",26,127,2.48,1,3
"Matt Gay","K","WAS",12,147,7.26,0.181,139,160,5.74,8.71,6.59,172,165,161,6,"1",32,161,1.5,58,6
"Ravens","DST","BAL",7,56.1,4.83,0.999,48.1,62.9,5.6,8.47,3.22,173,167,174,4,"3",NA,124,1.85,6,NA
"Jake Elliott","K","PHI",9,147,3.64,1.21,140,151,5.55,9.99,-2.77,174,161,214,7,"1",31,149,1.84,16,8
"Brian Robinson","RB","SF",14,92,22.7,4.93,73.1,130,4.93,25,3.07,175,139,175,55,"12",27,125,3.83,72,3
"Rams","DST","LAR",8,55.1,5.51,1.88,47.8,61.6,4.6,8.09,1.98,176,168,181,5,"4",NA,162,0.767,19,NA
"Luther Burden","WR","CHI",5,119,34.2,1.89,76.5,182,4.37,0.0669,12.3,177,193,145,68,"10",22,155,2.87,79,0
"Chris Boswell","K","PIT",5,146,4.25,0.00867,142,152,4.35,12,-1.38,178,157,204,8,"1",35,141,1.63,65,11
"Harrison Butker","K","KC",10,146,4.87,2.43,139,154,4.34,9.12,-0.0443,179,164,195,9,"1",31,149,1.88,19,8
"Bills","DST","BUF",7,53.2,5.91,0.214,40.6,57.2,2.71,0.897,-2.41,180,189,211,6,"4",NA,131,1.32,29,NA
"Tua Tagovailoa","QB","MIA",12,320,26.1,0.389,281,349,2.65,-7.86,0,181,233,194,21,"7",28,142,3.35,56,5
"Vikings","DST","MIN",6,53,3.24,0.139,48.9,57.7,2.5,9.22,-1.91,182,163,205,7,"5",NA,138,1.51,1,NA
"Josh Palmer","WR","BUF",7,117,23,1.58,86.5,150,2.47,10,-19.5,183,160,267,69,"10",26,162,1.94,67,4
"Packers","DST","GB",5,52.9,9.27,0.806,36.7,60.9,2.36,-2.92,1.26,184,213,185,8,"6",NA,147,1.51,81,NA
"Matthew Stafford","QB","LAR",8,320,21.7,2.26,289,346,2.26,0,-2.79,185,194,215,22,"7",38,148,4.61,44,16
"Evan McPherson","K","CIN",10,143,8.63,0.138,133,158,1.91,2.93,4.69,186,182,169,10,"1",26,165,1.62,42,4
"Wil Lutz","K","DEN",12,143,5.09,0.913,139,153,1.77,8.64,-0.697,187,166,201,11,"1",32,155,1.58,32,9
"49ers","DST","SF",14,52.1,7.51,0.294,38.8,59.6,1.55,-0.861,0,188,200,194,9,"6",NA,147,0.893,87,NA
"Cowboys","DST","DAL",10,51.8,9.91,0.775,40.3,64.9,1.26,0.647,5.26,189,191,165,10,"7",NA,156,0.65,97,NA
"Darius Slayton","WR","NYG",14,116,23.4,0.897,91.1,164,0.897,14.6,-5.66,190,149,230,70,"10",29,186,1.59,70,6
"Tyler Loop","K","BAL",7,142,4.19,0.858,134,145,0.858,3.53,-8.86,191,179,242,12,"2",24,164,1.95,68,0
"Commanders","DST","WAS",12,51,8.79,0.225,36.8,59.9,0.483,-2.9,0.286,192,212,193,11,"7",NA,161,0.75,74,NA
"Seahawks","DST","SEA",8,50.8,4.28,0.258,43.5,55,0.258,3.78,-4.63,193,178,226,12,"8",NA,156,1.1,23,NA
"Bryce Young","QB","CAR",14,317,25.2,2.6,283,359,0,-6.54,10.2,194,225,152,23,"7",24,148,2.33,31,2
"Bhayshul Tuten","RB","JAC",8,87.1,36.2,4.81,10.3,121,0,-37.7,-5.49,194,306,229,56,"12",24,146,2.63,84,0
"Tyler Lockett","WR","TEN",10,115,29.7,0.0336,96.7,178,0,20.3,8.31,194,144,156,71,"10",33,175,2.28,78,10
"Mike Gesicki","TE","CIN",10,127,9.95,0.0137,117,142,0,17.7,-9.71,194,147,247,23,"8",30,169,2.02,21,7
"Giants","DST","NYG",14,50.5,9.46,0.0407,37.4,60.5,0,-2.28,0.894,194,208,189,13,"8",NA,152,0.6,90,NA
"Younghoe Koo","K","ATL",5,142,8.94,0.887,133,156,0,2.84,2.19,194,183,180,13,"2",31,162,1.39,45,8
"Dalton Schultz","TE","HOU",6,127,16,0.0778,98.5,147,-0.0137,-0.815,-4.13,195,199,221,24,"8",30,164,2.05,47,7
"Ray-Ray McCloud","WR","ATL",5,115,29.3,2.54,73.9,165,-0.0336,-2.54,-4.22,196,209,222,72,"10",NA,193,1.45,97,7
"Steelers","DST","PIT",5,50.5,5.38,0.173,42.8,56.8,-0.0407,3.14,-2.85,197,180,216,14,"8",NA,124,2.13,16,NA
"Pat Freiermuth","TE","PIT",5,126,15.8,5.02,99.3,150,-0.0915,0,-1.19,198,194,202,25,"9",27,163,2.47,45,4
"Lions","DST","DET",8,50.3,7.51,0.0604,38,57.1,-0.214,-1.67,-2.59,199,205,213,15,"8",NA,153,1.25,39,NA
"Chiefs","DST","KC",10,50.3,8.18,0.0356,36.8,59.3,-0.274,-2.86,-0.347,200,211,196,16,"8",NA,158,0.685,48,NA
