"player","position","team","bye_week","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","age","adp","aav","uncertainty","experience"
"Tyreek Hill","WR","MIA",11,272,18.6,1.08,245,296,139,145,119,27,24,35,7,"3",32,23.9,37.1,2,6
"CeeDee Lamb","WR","DAL",9,270,34.5,10.1,206,307,138,106,131,28,55,31,8,"3",27,21.7,35.8,46,2
"Travis Etienne","RB","JAC",11,223,22.4,11.3,198,258,133,138,136,29,25,28,18,"6",27,44.6,19.7,22,1
"Justin Herbert","QB","LAC",8,439,18.7,24.1,415,475,132,151,138,30,22,27,3,"2",28,34.7,26.7,3,2
"Mike Evans","WR","TB",11,260,21.9,4.04,225,283,128,124,106,31,35,43,9,"3",32,26.3,34.2,13,8
"Mark Andrews","TE","BAL",10,259,19.1,44.8,233,291,126,137,135,32,26,29,2,"2",30,24.7,30.8,16,4
"Keenan Allen","WR","LAC",8,256,19.8,5.63,236,289,124,136,112,33,27,40,10,"3",34,31.7,29.9,11,9
"Elijah Mitchell","RB","SF",9,212,16.5,0.786,194,241,122,134,119,34,29,36,19,"6",28,49.3,21.9,10,1
"Josh Jacobs","RB","LVR",6,211,26.3,7.15,173,252,121,113,130,35,46,32,20,"6",28,47.6,19.5,51,3
"A.J. Brown","WR","PHI",7,251,24.3,2.88,221,288,118,120,111,36,38,41,11,"4",29,31.8,28.1,24,3
"Michael Pittman","WR","IND",14,248,16.8,0.987,229,274,116,129,97.2,37,32,52,12,"4",28,35.8,27.7,1,2
"Tee Higgins","WR","CIN",10,247,12.2,0.814,228,263,115,128,86.3,38,33,66,13,"4",27,36.4,25.2,1,2
"Breece Hall","RB","NYJ",10,204,24.4,3.26,175,240,114,116,118,39,44,38,21,"6",25,52.4,25.6,38,0
"Diontae Johnson","WR","PIT",9,246,15.1,2.41,221,264,114,121,87.4,40,37,63,14,"4",NA,50.4,16.2,4,3
"Cordarrelle Patterson","RB","ATL",14,200,16.8,2.93,176,220,111,116,97.8,42,42,50,22,"7",35,83.3,10.4,19,9
"Brandin Cooks","WR","HOU",6,244,16.3,8.91,216,261,111,116,84.6,41,43,67,15,"4",32,63.5,13.3,9,8
"Tom Brady","QB","TB",11,415,15.4,9.56,388,428,108,124,90.6,43,36,59,4,"3",48,69.6,15.4,38,22
"Dameon Pierce","RB","HOU",6,197,14.1,1.73,180,219,108,120,97,44,39,53,23,"7",26,82.4,18.1,13,0
"Antonio Gibson","RB","WAS",14,196,29.4,0.307,168,241,106,108,119,45,50,34,24,"7",56,60.1,15.4,67,2
"Cam Akers","RB","LAR",7,195,44.3,0.00542,140,262,106,80.3,140,46,80,26,25,"7",56,41.8,25.5,88,2
"J.K. Dobbins","RB","BAL",10,195,29.2,1.76,162,244,106,102,122,47,59,33,26,"7",27,47,17.9,68,2
"Chase Edmonds","RB","MIA",11,194,21.5,0.981,171,222,104,111,100,48,47,47,27,"7",30,82,12.1,33,4
"AJ Dillon","RB","GB",14,193,21.9,1.73,167,228,103,107,106,49,52,42,28,"7",28,58.9,17.2,26,2
"Miles Sanders","RB","PHI",7,191,14.1,0.583,179,219,102,120,96.5,52,40,54,29,"7",56,79.4,10.6,9,3
"Mike Williams","WR","LAC",8,235,15.4,0.905,213,258,102,113,81.2,50,45,70,16,"4",31,48.6,18.7,12,5
"Jaylen Waddle","WR","MIA",11,234,23.7,0.618,194,263,102,93.3,86.6,51,66,65,17,"4",27,52.5,13.8,33,1
"Devin Singletary","RB","BUF",7,190,28.2,1.55,153,236,101,92.6,114,54,67,39,30,"7",28,78.6,11.3,61,3
"D.J. Moore","WR","CAR",13,233,16.5,0.777,202,254,101,102,77,53,60,75,18,"4",29,47.8,21.2,6,4
"DK Metcalf","WR","SEA",11,232,15.6,1.56,211,252,100,111,75.5,55,48,76,19,"4",28,52.4,15.4,10,3
"Tony Pollard","RB","DAL",9,189,18.1,0.973,162,213,99.4,102,91.1,56,58,58,31,"7",29,81.8,10,16,3
"Dak Prescott","QB","DAL",9,406,19.6,3.76,382,433,98.6,118,96.2,58,41,55,5,"3",32,80.5,14.2,22,6
"Chris Godwin","WR","TB",11,231,37.3,1.82,186,294,98.6,86.1,118,57,74,37,20,"4",30,67.8,12.4,82,5
"Clyde Edwards-Helaire","RB","KC",8,188,19,1.74,162,224,98.4,102,102,59,61,45,32,"7",56,69.5,13.5,17,2
"Terry McLaurin","WR","WAS",14,229,24.2,0.97,186,259,96.8,86.2,82.7,60,73,69,21,"4",30,46.8,17.7,29,3
"Damien Harris","RB","NE",10,186,23.2,7.06,156,221,96.7,96.2,98.8,61,65,49,33,"7",56,69.7,10,29,3
"Amon-Ra St. Brown","WR","DET",6,228,18.5,1.98,207,249,95.8,106,72.5,62,54,81,22,"5",26,74.3,12.8,15,1
"Kyler Murray","QB","ARI",13,402,20.4,1.68,372,428,94.8,108,91.1,63,51,57,6,"3",28,56.7,19.2,12,3
"Gabriel Davis","WR","BUF",7,226,22.1,1.96,193,251,93.9,92.3,73.9,64,68,79,23,"5",56,63,19,38,2
"Lamar Jackson","QB","BAL",10,400,25,0.615,364,435,93.1,100,97.7,65,62,51,7,"3",29,43.1,24.4,9,4
"Jalen Hurts","QB","PHI",7,399,28.2,0.401,371,443,92.5,107,106,66,53,44,8,"3",27,54.2,17.9,31,2
"Aaron Rodgers","QB","GB",14,399,22.2,8.36,374,424,92.1,110,87.2,67,49,64,9,"3",42,76.1,15.3,47,17
"Darnell Mooney","WR","CHI",14,224,18.9,5.46,204,257,91.9,104,80.2,68,57,71,24,"5",28,82.1,10.8,17,2
"Rashaad Penny","RB","SEA",11,179,30.5,4.55,145,221,89.6,85.3,98.8,69,75,48,34,"8",30,74.4,13.5,65,4
"Courtland Sutton","WR","DEN",9,219,32.5,0.188,159,255,86.4,58.9,78.4,70,95,72,25,"5",30,58.1,18.8,65,4
"Amari Cooper","WR","CLE",9,218,21.6,0.451,189,248,86.2,89.2,71.1,71,72,83,26,"5",32,77.9,11.2,31,7
"Adam Thielen","WR","MIN",7,218,20.9,0.363,192,239,85.8,91.3,62.3,72,69,88,27,"5",35,68.5,11.8,22,8
"Michael Thomas","WR","NO",14,218,27.7,0.914,171,252,85.4,71,75.2,73,88,78,28,"5",31,75.6,13.5,60,6
"Rhamondre Stevenson","RB","NE",10,174,20.8,0.0665,135,200,85.1,74.6,77.7,74,87,74,35,"8",28,94.1,8.99,28,1
"Kareem Hunt","RB","CLE",9,174,22.2,12.5,129,194,85,69,72.2,75,89,82,36,"8",30,85.6,9.75,30,5
"Marquise Brown","WR","ARI",13,217,23.8,2.29,177,244,84.5,76.6,67.5,76,86,86,29,"5",29,72.5,11.2,40,3
"Joe Burrow","QB","CIN",10,391,24.5,2.5,368,432,83.7,104,95.1,77,56,56,10,"4",29,59.5,17.7,41,2
"Hunter Renfrow","WR","LVR",6,214,21.3,0.692,197,255,82.2,96.7,78.3,78,64,73,30,"5",56,90.4,8.11,35,3
"Darren Waller","TE","LVR",6,214,24.7,4.76,187,259,81.7,90.7,102,79,70,46,3,"2",33,50.1,17.3,55,7
"Jerry Jeudy","WR","DEN",9,214,19.8,3.07,178,236,81.5,77.9,59.8,80,83,91,31,"5",27,71.7,10.6,21,2
"Matthew Stafford","QB","LAR",7,388,24.5,4.99,362,422,81.2,98,84.6,81,63,68,11,"4",38,86.3,12.1,25,13
"JuJu Smith-Schuster","WR","KC",8,211,19.3,0.477,181,237,78.5,81.3,60.8,82,79,89,32,"5",29,78.1,13.9,30,5
"Allen Robinson","WR","LAR",7,210,34.9,0.0958,151,249,78,50.4,72.7,83,103,80,33,"5",32,61.3,17,73,8
"Tyler Lockett","WR","SEA",11,210,19.5,5.07,185,244,77.9,84.8,67.8,84,76,85,34,"6",33,103,6.75,19,7
"Kyle Pitts","TE","ATL",14,210,19.8,10.3,185,245,76.9,89.4,88.2,85,71,61,4,"3",25,36,24.2,24,1
"Russell Wilson","QB","DEN",9,383,27.5,4.78,342,427,76.3,77.7,89.4,86,84,60,12,"4",37,76.5,16.5,50,10
"Christian Kirk","WR","JAC",11,205,18.5,2.4,179,234,72.8,79.1,57,87,82,94,35,"6",29,105,7.09,20,4
"Melvin Gordon","RB","DEN",9,162,13.2,16.9,144,182,72.5,84.3,59.6,88,77,92,37,"9",33,94.2,8.04,1,7
"Kirk Cousins","QB","MIN",7,378,21,21,347,412,71.5,83.3,75.3,89,78,77,13,"5",37,112,9.89,19,10
"Robert Woods","WR","TEN",6,203,25.1,1.11,168,237,70.4,68.3,59.9,90,90,90,36,"6",34,106,6.7,51,9
"Rashod Bateman","WR","BAL",10,201,22.3,2.24,159,222,69.3,59,44.9,91,94,105,37,"6",26,90.9,7.97,34,1
"Elijah Moore","WR","NYJ",10,199,22.6,9.91,159,230,67.1,58.4,53,92,96,96,38,"6",26,92.7,5.24,27,1
"George Kittle","TE","SF",9,199,24.5,4.81,173,245,66.6,76.8,87.8,93,85,62,5,"3",32,44.7,18.6,53,5
"Dalton Schultz","TE","DAL",9,194,14.6,13.3,175,215,61.8,79.5,57.9,94,81,93,6,"4",30,65.2,13.6,2,4
"DeVonta Smith","WR","PHI",7,189,26.1,0.0827,152,224,57.1,51.4,47.6,95,102,101,39,"6",27,93.8,5.24,42,1
"Brandon Aiyuk","WR","SF",9,189,20.2,0.964,166,223,57.1,65.9,46.4,96,91,104,40,"6",56,96.8,6.15,18,2
"Chase Claypool","WR","PIT",9,188,19.2,0.0389,163,216,56.1,62.7,39.4,97,93,111,41,"6",56,122,3.5,36,2
"Drake London","WR","ATL",14,188,19.2,5.63,158,220,56.1,57.3,43.6,98,97,107,42,"7",24,111,9.55,26,0
"Michael Carter","RB","NYJ",10,145,19.6,0.944,109,164,55.6,49.2,41.9,99,107,110,38,"9",27,116,4.05,23,1
"James Robinson","RB","JAC",11,144,25,6.49,98.9,170,54.6,38.9,47.5,100,117,102,39,"9",56,111,5.27,57,2
"Derek Carr","QB","LVR",6,357,23,2.03,328,386,50.5,64.1,49,101,92,98,14,"5",35,105,10.4,34,8
"Jakobi Meyers","WR","NE",10,183,19.1,3.33,157,203,50.4,56.9,26.3,102,98,125,43,"7",29,147,2.47,37,3
"Trey Lance","QB","SF",9,355,30.3,17.3,310,392,48.5,45.7,54.4,103,112,95,15,"6",26,99,9.8,78,1
"Dallas Goedert","TE","PHI",7,181,20.3,7.71,151,203,48.4,55.1,46.8,104,100,103,7,"5",31,71.5,9.07,33,4
"J.D. McKissic","RB","WAS",14,138,22.5,1.84,106,175,48.1,46.1,52.9,105,110,97,40,"9",32,141,3.39,48,6
"Allen Lazard","WR","GB",14,179,25.4,3.33,147,216,47.1,46.4,39.2,106,108,112,44,"7",30,98.2,11.2,52,4
"Darrell Henderson","RB","LAR",7,136,24.4,2.62,106,167,46.3,46.3,44.9,107,109,106,41,"9",56,120,5.24,46,3
"Kadarius Toney","WR","NYG",9,176,32.1,1.92,117,205,43.8,17.2,28.5,108,148,122,45,"7",56,124,3.07,71,1
"Kenneth Walker III","RB","SEA",11,133,39.7,0.0816,67.1,188,43.7,7.09,66,109,168,87,42,"9",25,99.8,10.3,87,0
"Nyheim Hines","RB","IND",14,133,24.7,6.99,92,165,43.6,32,43.1,110,130,109,43,"10",29,127,4.45,42,4
"DeVante Parker","WR","NE",10,174,26,1.4,146,212,41.8,46,35.1,111,111,116,46,"7",33,135,3.37,67,7
"T.J. Hockenson","TE","DET",6,173,18.8,10.2,151,205,40.7,55.1,48.5,112,99,99,8,"5",29,79.1,9.45,22,3
"DeAndre Hopkins","WR","ARI",13,173,18.3,1.62,153,202,40.4,52.4,25.4,113,101,126,47,"7",34,82.6,13.2,28,9
"Tyler Boyd","WR","CIN",10,171,17.3,1.83,150,196,38.8,50,19.7,114,104,134,48,"7",31,143,3.33,16,6
"Marvin Jones","WR","JAC",11,169,30.6,0.641,123,208,37,22.4,31.7,115,137,118,49,"7",36,153,3.54,81,10
"Raheem Mostert","RB","MIA",11,126,17.8,4.01,92.6,149,36.6,32.6,26.6,116,126,124,44,"10",NA,128,3.21,20,NA
"Mecole Hardman","WR","KC",8,169,38.2,0.865,131,245,36.4,30.4,68.3,117,132,84,50,"7",28,145,2.67,87,3
"Russell Gage","WR","TB",11,168,27.4,1.93,131,210,35.5,30.9,33.4,118,131,117,51,"7",30,136,2.08,72,4
"Treylon Burks","WR","TEN",6,166,23.1,3.68,133,204,33.6,32.3,27.5,119,129,123,52,"8",26,129,6.64,62,0
"Jamaal Williams","RB","DET",6,122,11.6,0.947,97.6,131,32.6,37.6,9.48,120,119,157,45,"10",NA,139,3.62,4,5
"Kenneth Gainwell","RB","PHI",7,121,24.2,5.71,88.4,154,31.6,28.4,31.5,121,134,119,46,"10",27,127,3.26,54,1
"Ryan Tannehill","QB","TEN",6,338,14.8,0.0428,313,356,31.2,49.4,19.3,122,105,135,16,"6",37,143,4.84,53,10
"Tua Tagovailoa","QB","MIA",11,338,16.7,15.4,313,362,31.1,49.2,24.6,123,106,127,17,"7",28,130,5.58,16,2
"Zach Ertz","TE","ARI",13,163,16.6,5.21,136,188,30.5,40.1,31.1,124,115,120,9,"6",35,93.5,6.81,10,9
"Michael Gallup","WR","DAL",9,162,26.7,0.676,116,189,29.9,15.5,12,125,152,154,53,"8",30,132,3.97,76,4
"Odell Beckham","WR","FA",NA,161,36.5,1.13,134,185,29.2,34.2,7.93,126,122,163,54,"8",33,159,3.49,97,8
"D.J. Chark","WR","DET",6,160,44.4,0.756,101,220,28.1,0.888,43.2,127,192,108,55,"8",29,136,3.29,91,4
"Chris Olave","WR","NO",14,159,29.9,0.875,121,212,27.3,20.3,35.8,128,141,114,56,"8",26,118,8.47,61,0
"George Pickens","WR","PIT",9,159,34.2,0.821,114,215,26.4,13.4,38.2,129,154,113,57,"8",25,122,8.23,85,0
"Alexander Mattison","RB","MIN",7,115,14,0.372,96.9,136,25.9,37,13.7,130,120,148,47,"10",NA,125,4.32,6,3
"Rex Burkhead","RB","HOU",6,115,24.3,3.2,81.1,142,25.6,21.2,20.4,132,139,132,48,"10",36,182,2.27,78,9
"Marquez Valdes-Scantling","WR","KC",8,158,22.6,0.115,134,186,25.6,33.6,9.32,131,124,159,58,"8",31,137,3.12,57,4
"Jarvis Landry","WR","NO",14,158,24.1,2.05,130,190,25.5,29.8,13.3,133,133,151,59,"8",33,143,3.31,53,8
"Dawson Knox","TE","BUF",7,158,15.3,0.222,139,180,25.3,42.6,23.1,134,113,129,10,"6",29,87.3,5.77,8,3
"Pat Freiermuth","TE","PIT",9,158,18.6,6.87,138,186,25.1,41.7,29.4,135,114,121,11,"6",27,114,3.68,27,1
"Robby Anderson","WR","CAR",13,156,20.1,3.29,128,179,23.5,27.5,2.59,136,135,177,60,"8",33,158,5.02,48,6
"James Cook","RB","BUF",7,112,35,2.71,66.4,157,22.4,6.49,35.1,137,169,115,49,"10",26,110,8.38,77,0
"Corey Davis","WR","NYJ",10,152,30.5,3.07,117,201,20.2,17.2,24.1,138,147,128,61,"8",31,159,2.84,79,5
"Jerick McKinnon","RB","KC",8,109,32.2,10.3,76.2,170,19.6,16.3,48.2,139,150,100,50,"11",34,161,2.91,86,8
"Noah Fant","TE","SEA",11,151,17.3,0.148,129,173,18.2,32.7,16.3,140,125,144,12,"6",28,149,2.51,35,3
"Mike Gesicki","TE","MIA",11,151,14.7,0.253,134,173,18.1,38.2,16.3,141,118,143,13,"6",30,122,3.14,12,4
"Hunter Henry","TE","NE",10,151,13.7,0.821,132,174,17.8,35.8,17.4,142,121,139,14,"6",31,130,3.2,6,6
"Justin Tucker","K","BAL",10,155,9.62,1.21,145,168,17.2,18.2,16.8,143,144,142,1,"1",36,117,4.87,1,10
"Nico Collins","WR","HOU",6,149,24.9,0.0948,112,182,17.1,11.9,5.23,144,157,172,62,"8",27,157,2.31,74,1
"Jahan Dotson","WR","WAS",14,149,22.4,1.06,113,183,17,12.5,6.18,145,155,167,63,"8",26,141,5.28,58,0
"Cole Kmet","TE","CHI",14,150,17,3.09,122,174,17,25.8,17.5,146,136,138,15,"6",27,124,3.85,20,2
"Daniel Carlson","K","LVR",6,154,10.5,2.03,136,168,16,9.41,16.9,147,162,141,2,"1",31,136,2.62,16,4
"Garrett Wilson","WR","NYJ",10,148,35.1,2.46,84.7,185,15.9,-15.5,8.67,148,244,161,64,"8",25,141,6.3,80,0
"Trevor Lawrence","QB","JAC",11,323,30,1.93,266,354,15.8,2.39,17.3,149,185,140,18,"7",26,138,6.05,56,1
"Evan McPherson","K","CIN",10,152,12,1.31,136,165,14,9.29,13.7,150,164,149,3,"1",26,126,3.14,50,1
"Tyler Higbee","TE","LAR",7,147,16.8,1.55,128,178,13.9,32.4,21.7,151,128,131,16,"6",33,149,2.31,29,6
"Matt Ryan","QB","IND",14,321,14.5,2.7,297,336,13.8,32.6,-1.24,152,127,202,19,"7",41,137,6.94,44,14
"Kenny Golladay","WR","NYG",9,146,18.9,4.22,121,174,13.5,21,-3.03,153,140,211,65,"8",33,156,2.52,56,5
"Harrison Butker","K","KC",8,151,5.08,1.99,142,157,12.7,15.9,5.76,154,151,170,4,"1",31,142,2.79,9,5
"Irv Smith Jr.","TE","MIN",7,145,15.3,3.28,130,171,12.3,33.8,14.7,155,123,146,17,"7",56,146,5.11,14,3
"Jameis Winston","QB","NO",14,318,45.6,8.84,228,355,11.1,-35.8,17.7,156,287,137,20,"7",32,141,5.75,84,7
"Matt Gay","K","LAR",7,149,12.5,2.61,126,163,10.7,0,11.3,157,194,155,5,"1",32,141,2.16,22,3
"Mark Ingram","RB","NO",14,98.7,22.1,1.22,61.3,122,9.31,1.34,0,158,190,194,51,"11",36,144,2.46,59,11
"Will Fuller","WR","FA",NA,141,2.05,1.38,140,143,9.27,39.9,-33.7,159,116,295,66,"9",32,NA,2.18,70,6
"David Njoku","TE","CLE",9,142,17.9,2.36,117,164,9.06,21.5,7.21,160,138,165,18,"7",30,146,3.22,37,5
"Rachaad White","RB","TB",11,97.5,17.1,0.509,69.5,116,8.09,9.57,-6.05,161,161,228,52,"11",27,135,4.65,41,0
"Tyler Bass","K","BUF",7,146,10.5,1.24,129,160,8.07,2.24,8.83,162,187,160,6,"1",29,132,2.75,6,2
"Sterling Shepard","WR","NYG",9,140,39.2,0.532,80.4,198,7.89,-19.8,21.7,163,251,130,67,"9",NA,NA,2.52,90,6
"Brian Robinson","RB","WAS",14,97,36.1,3.49,25.9,135,7.58,-34.1,13.1,164,280,152,53,"11",27,126,6.66,90,0
"Isaiah McKenzie","WR","BUF",7,140,16.6,3.2,120,159,7.35,19.5,-17.5,165,143,264,68,"9",31,152,3.33,84,5
"Matt Prater","K","ARI",13,145,5.86,0.254,138,153,6.83,11.2,2.17,166,158,180,7,"1",41,170,1.61,12,16
"Albert Okwuegbunam","TE","DEN",9,139,17.5,0.149,110,162,6.7,13.7,5.68,167,153,171,19,"7",28,148,3.35,31,2
"Greg Joseph","K","MIN",7,145,8.22,1.34,131,154,6.58,4.57,2.51,168,174,178,8,"2",56,162,1.56,91,4
"Logan Thomas","TE","WAS",14,139,20.3,2.44,112,165,6.55,16.5,7.93,169,149,162,20,"7",35,163,2.36,47,8
"Nick Folk","K","NE",10,143,7.02,1.36,130,151,5.24,3.73,0.0215,170,181,193,9,"2",41,163,1.63,56,15
"Rams","DST","LAR",7,57.4,4.9,0.719,52.4,65.6,4.75,7.63,5.94,171,166,169,1,"1",NA,138,2,45,NA
"Curtis Samuel","WR","WAS",14,136,27,2.82,105,183,4.15,4.32,6.73,172,176,166,69,"9",29,NA,2.98,63,5
"Gerald Everett","TE","LAC",8,137,26.6,3.5,94.7,173,4.12,-1.27,16,173,200,145,21,"7",32,157,2.21,73,5
"Zamir White","RB","LVR",6,93.5,17.5,3.42,69.7,120,4.08,9.75,-2.15,174,160,207,54,"11",26,142,4.44,52,0
"Steelers","DST","PIT",9,56.7,5.63,0.827,49.5,63.6,4.04,4.66,3.86,175,173,176,2,"2",NA,159,1.25,81,NA
"Brandon McManus","K","DEN",9,142,7.85,0.586,132,153,3.88,6.06,1.58,176,170,184,10,"2",34,170,1.89,34,8
"Ryan Succop","K","TB",11,141,1.33,1.06,139,143,3.29,12.3,-8.53,177,156,240,11,"2",39,163,2.15,3,13
"Bills","DST","BUF",7,55.8,6.77,0.166,46.4,64.9,3.21,1.57,5.23,178,189,173,3,"2",NA,107,3.62,23,NA
"Saints","DST","NO",14,55.7,6.39,0.552,49.1,65.8,3.04,4.29,6.13,179,177,168,4,"3",NA,144,1.55,16,NA
"Cowboys","DST","DAL",9,55.1,4.41,0.0544,49.5,61.9,2.49,4.68,2.19,180,172,179,5,"3",NA,156,1.7,39,NA
"49ers","DST","SF",9,55.1,8.1,0.0475,44.5,67.5,2.44,-0.345,7.81,181,197,164,6,"3",NA,127,2.08,84,NA
"Dolphins","DST","MIA",11,55,4.1,0.728,49.1,60.4,2.39,4.27,0.664,182,178,190,7,"4",NA,166,1.55,19,NA
"Mac Jones","QB","NE",10,309,21.3,0.258,284,338,2.3,19.8,1.28,183,142,185,21,"7",27,147,4.39,69,1
"Chris Boswell","K","PIT",9,140,5.74,2.23,132,147,2.23,5.33,-3.86,184,171,213,12,"2",35,162,1.83,31,8
"Justin Fields","QB","CHI",14,309,25.6,2.04,273,349,2.04,9.3,12.3,185,163,153,22,"7",27,138,6.06,59,1
"Packers","DST","GB",14,54.3,4.28,0.367,48.5,59.2,1.66,3.67,-0.462,186,182,198,8,"5",NA,154,1.5,48,NA
"Kendrick Bourne","WR","NE",10,133,45.9,1.33,57,186,1.33,-43.3,9.34,187,308,158,70,"9",30,175,2.17,98,5
"Buccaneers","DST","TB",11,53.9,7.06,0.505,40.2,60.6,1.29,-4.58,0.946,188,210,189,9,"5",NA,134,2.08,68,NA
"Vikings","DST","MIN",7,53.4,5.9,0.363,45.8,60.3,0.788,0.948,0.651,189,191,191,10,"6",NA,168,1,55,NA
"Devontae Booker","RB","FA",NA,90.1,NA,0.666,NA,NA,0.666,NA,NA,190,NA,NA,55,"11",34,NA,NA,99,6
"Evan Engram","TE","JAC",11,133,18.3,0.61,113,157,0.61,17.4,0,191,146,194,22,"7",31,160,2.97,41,5
"Patriots","DST","NE",10,53,3.08,0.33,48.4,57.6,0.426,3.64,-2.07,192,183,206,11,"6",NA,167,1.36,29,NA
"Browns","DST","CLE",9,52.7,5.01,0.0955,46.4,59.3,0.0955,1.59,-0.368,193,188,197,12,"7",NA,163,1.17,26,NA
"Carson Wentz","QB","WAS",14,307,22.1,3.11,282,333,0,17.8,-3.91,194,145,214,23,"7",33,153,4.83,66,6
"Ameer Abdullah","RB","LVR",6,89.4,18.2,1.08,67.7,110,0,7.75,-12.2,194,165,248,56,"11",33,172,2.07,74,7
"Skyy Moore","WR","KC",8,132,41,1.01,66.6,195,0,-33.7,18.9,194,276,136,71,"9",25,130,6.15,89,0
"Robert Tonyan","TE","GB",14,133,19.6,9.65,104,168,0,7.57,11,194,167,156,23,"8",32,152,2.65,45,5
"Eagles","DST","PHI",7,52.6,5.63,0.196,44.2,59.7,0,-0.643,0,194,199,194,13,"7",NA,175,1.14,97,NA
"Rodrigo Blankenship","K","IND",14,138,12.9,0.264,119,151,0,-6.95,0,194,221,194,13,"2",56,168,2.07,53,2
"Chargers","DST","LAC",8,52.4,4.73,0.616,47.1,59.6,-0.196,2.29,-0.11,195,186,195,14,"8",NA,164,1.5,52,NA
"Younghoe Koo","K","ATL",14,138,7.18,0.298,127,147,-0.264,0.389,-4.39,196,193,216,14,"2",31,162,1.63,81,5
"Mason Crosby","K","GB",14,138,12.2,0.92,114,150,-0.562,-12.2,-1.11,197,237,201,15,"2",41,168,NA,78,15
"Commanders","DST","WAS",14,51.8,5.84,0.0875,44.4,61.8,-0.811,-0.407,2.08,198,198,182,15,"8",NA,NA,NA,61,NA
"Broncos","DST","DEN",9,51.7,8.94,0.183,39.2,64.3,-0.899,-5.65,4.56,199,212,174,16,"8",NA,161,1.23,94,NA
"Julio Jones","WR","TB",11,131,37.5,0.173,66.2,169,-1.01,-34.1,-7.7,200,279,238,72,"9",37,139,4.33,93,11
"Dontrell Hilliard","RB","TEN",6,88.4,19.8,1.82,64.2,121,-1.08,4.24,-0.843,201,179,200,57,"11",56,174,2.8,81,4
